from_machine,to_machine,with_handling_sec
M71,M55,328.691
M71,M56,215.722
M71,M57,226.722
M71,M58,237.722
M71,M59,248.722
M71,M60,259.722
M71,M61,293.714
M71,M62,304.714
M71,M63,276.114
M71,M64,287.114
M71,M65,298.114
M71,M66,261.707
M71,M67,73.792
M71,M68,84.792
M71,M69,95.792
M71,M70,40.792
M71,M72,31.0
M71,M73,42.0
M71,M74,53.0
M71,M75,64.0
M71,M76,93.592
M71,M77,104.592
M71,M78,115.592
M71,M79,126.592
M71,M80,113.177
M71,M81,92.384
M71,M82,103.384
M71,M83,114.384
M71,M84,125.384
M71,M85,136.384
M71,M86,139.577
M71,M87,150.577
M71,M88,161.577
M71,M89,172.577
M71,M90,130.777
M71,M91,109.984
M71,M92,120.984
M71,M93,131.984
M71,M94,142.984
M71,M95,153.984
M71,M96,183.577
M71,M97,194.577
M71,M98,205.577
M71,M99,216.577
M71,M100,227.577
M72,M1,217.138
M72,M2,228.138
M72,M3,239.138
M72,M4,250.138
M72,M5,261.138
M72,M6,290.73
M72,M7,288.53
M72,M8,299.53
M72,M9,310.53
M72,M10,255.53
M72,M11,234.738
M72,M12,245.738
M72,M13,256.738
M72,M14,267.738
M72,M15,278.738
M72,M16,308.33
M72,M17,306.13
M72,M18,317.13
M72,M19,328.13
M72,M20,273.13
M72,M21,252.338
M72,M22,263.338
M72,M23,274.338
M72,M24,285.338
M72,M25,296.338
M72,M26,325.93
M72,M27,323.73
M72,M28,334.73
M72,M29,345.73
M72,M30,290.73
M72,M31,269.938
M72,M32,280.938
M72,M33,291.938
M72,M34,302.938
M72,M35,313.938
M72,M36,343.53
M72,M37,341.33
M72,M38,352.33
M72,M39,363.33
M72,M40,308.33
M72,M41,287.538
M72,M42,298.538
M72,M43,309.538
M72,M44,320.538
M72,M45,331.538
M72,M46,361.13
M72,M47,372.13
M72,M48,383.13
M72,M49,394.13
M72,M50,405.13
M72,M51,316.875
M72,M52,327.875
M72,M53,338.875
M72,M54,349.875
M72,M55,360.875
M72,M56,204.722
M72,M57,215.722
M72,M58,226.722
M72,M59,237.722
M72,M60,248.722
M72,M61,282.714
M72,M62,293.714
M72,M63,265.114
M72,M64,276.114
M72,M65,287.114
M72,M66,250.707
M72,M67,62.792
M72,M68,73.792
M72,M69,84.792
M72,M70,95.792
M72,M71,129.784
M72,M73,31.0
M72,M74,42.0
M72,M75,53.0
M72,M76,82.592
M72,M77,93.592
M72,M78,104.592
M72,M79,115.592
M72,M80,126.592
M72,M81,147.384
M72,M82,158.384
M72,M83,142.984
M72,M84,153.984
M72,M85,164.984
M72,M86,128.577
M72,M87,139.577
M72,M88,150.577
M72,M89,161.577
M72,M90,172.577
M72,M91,164.984
M72,M92,175.984
M72,M93,186.984
M72,M94,197.984
M72,M95,208.984
M72,M96,174.561
M72,M97,185.561
M72,M98,196.561
M72,M99,207.561
M72,M100,218.561
M73,M1,206.138
M73,M2,217.138
M73,M3,228.138
M73,M4,239.138
M73,M5,250.138
M73,M6,279.73
M73,M7,277.53
M73,M8,288.53
M73,M9,299.53
M73,M10,244.53
M73,M11,223.738
M73,M12,234.738
M73,M13,245.738
M73,M14,256.738
M73,M15,267.738
M73,M16,297.33
M73,M17,295.13
M73,M18,306.13
M73,M19,317.13
M73,M20,262.13
M73,M21,241.338
M73,M22,252.338
M73,M23,263.338
M73,M24,274.338
M73,M25,285.338
M73,M26,314.93
M73,M27,312.73
M73,M28,323.73
M73,M29,334.73
M73,M30,279.73
M73,M31,258.938
M73,M32,269.938
M73,M33,280.938
M73,M34,291.938
M73,M35,302.938
M73,M36,332.53
M73,M37,330.33
M73,M38,341.33
M73,M39,352.33
M73,M40,297.33
M73,M41,276.538
M73,M42,287.538
M73,M43,298.538
M73,M44,309.538
M73,M45,320.538
M73,M46,350.13
M73,M47,361.13
M73,M48,372.13
M73,M49,383.13
M73,M50,394.13
M73,M51,305.875
M73,M52,316.875
M73,M53,327.875
M73,M54,338.875
M73,M55,349.875
M73,M56,193.722
M73,M57,204.722
M73,M58,215.722
M73,M59,226.722
M73,M60,237.722
M73,M61,271.714
M73,M62,282.714
M73,M63,254.114
M73,M64,265.114
M73,M65,276.114
M73,M66,239.707
M73,M67,51.792
M73,M68,62.792
M73,M69,73.792
M73,M70,84.792
M73,M71,118.784
M73,M72,129.784
M73,M74,31.0
M73,M75,42.0
M73,M76,71.592
M73,M77,82.592
M73,M78,93.592
M73,M79,104.592
M73,M80,115.592
M73,M81,136.384
M73,M82,147.384
M73,M83,131.984
M73,M84,142.984
M73,M85,153.984
M73,M86,117.577
M73,M87,128.577
M73,M88,139.577
M73,M89,150.577
M73,M90,161.577
M73,M91,153.984
M73,M92,164.984
M73,M93,175.984
M73,M94,186.984
M73,M95,197.984
M73,M96,163.561
M73,M97,174.561
M73,M98,185.561
M73,M99,196.561
M73,M100,207.561
M74,M1,195.138
M74,M2,206.138
M74,M3,217.138
M74,M4,228.138
M74,M5,239.138
M74,M6,268.73
M74,M7,266.53
M74,M8,277.53
M74,M9,288.53
M74,M10,233.53
M74,M11,212.738
M74,M12,223.738
M74,M13,234.738
M74,M14,245.738
M74,M15,256.738
M74,M16,286.33
M74,M17,284.13
M74,M18,295.13
M74,M19,306.13
M74,M20,251.13
M74,M21,230.338
M74,M22,241.338
M74,M23,252.338
M74,M24,263.338
M74,M25,274.338
M74,M26,303.93
M74,M27,301.73
M74,M28,312.73
M74,M29,323.73
M74,M30,268.73
M74,M31,247.938
M74,M32,258.938
M74,M33,269.938
M74,M34,280.938
M74,M35,291.938
M74,M36,321.53
M74,M37,319.33
M74,M38,330.33
M74,M39,341.33
M74,M40,286.33
M74,M41,265.538
M74,M42,276.538
M74,M43,287.538
M74,M44,298.538
M74,M45,309.538
M74,M46,339.13
M74,M47,350.13
M74,M48,361.13
M74,M49,372.13
M74,M50,383.13
M74,M51,294.875
M74,M52,305.875
M74,M53,316.875
M74,M54,327.875
M74,M55,338.875
M74,M56,182.722
M74,M57,193.722
M74,M58,204.722
M74,M59,215.722
M74,M60,226.722
M74,M61,260.714
M74,M62,271.714
M74,M63,243.114
M74,M64,254.114
M74,M65,265.114
M74,M66,228.707
M74,M67,40.792
M74,M68,51.792
M74,M69,62.792
M74,M70,73.792
M74,M71,107.784
M74,M72,118.784
M74,M73,90.184
M74,M75,31.0
M74,M76,60.592
M74,M77,71.592
M74,M78,82.592
M74,M79,93.592
M74,M80,104.592
M74,M81,125.384
M74,M82,136.384
M74,M83,120.984
M74,M84,131.984
M74,M85,142.984
M74,M86,106.577
M74,M87,117.577
M74,M88,128.577
M74,M89,139.577
M74,M90,150.577
M74,M91,142.984
M74,M92,153.984
M74,M93,164.984
M74,M94,175.984
M74,M95,186.984
M74,M96,152.561
M74,M97,163.561
M74,M98,174.561
M74,M99,185.561
M74,M100,196.561
M75,M1,197.338
M75,M2,208.338
M75,M3,219.338
M75,M4,230.338
M75,M5,241.338
M75,M6,270.93
M75,M7,268.73
M75,M8,279.73
M75,M9,290.73
M75,M10,235.73
M75,M11,214.938
M75,M12,225.938
M75,M13,236.938
M75,M14,247.938
M75,M15,258.938
M75,M16,288.53
M75,M17,286.33
M75,M18,297.33
M75,M19,308.33
M75,M20,253.33
M75,M21,232.538
M75,M22,243.538
M75,M23,254.538
M75,M24,265.538
M75,M25,276.538
M75,M26,306.13
M75,M27,303.93
M75,M28,314.93
M75,M29,325.93
M75,M30,270.93
M75,M31,250.138
M75,M32,261.138
M75,M33,272.138
M75,M34,283.138
M75,M35,294.138
M75,M36,323.73
M75,M37,321.53
M75,M38,332.53
M75,M39,343.53
M75,M40,288.53
M75,M41,267.738
M75,M42,278.738
M75,M43,289.738
M75,M44,300.738
M75,M45,311.738
M75,M46,341.33
M75,M47,352.33
M75,M48,363.33
M75,M49,374.33
M75,M50,385.33
M75,M51,283.875
M75,M52,294.875
M75,M53,305.875
M75,M54,316.875
M75,M55,327.875
M75,M56,171.722
M75,M57,182.722
M75,M58,193.722
M75,M59,204.722
M75,M60,215.722
M75,M61,249.714
M75,M62,260.714
M75,M63,232.114
M75,M64,243.114
M75,M65,254.114
M75,M66,217.707
M75,M67,228.707
M75,M68,239.707
M75,M69,250.707
M75,M70,261.707
M75,M71,267.314
M75,M72,278.314
M75,M73,278.099
M75,M74,289.099
M75,M76,49.592
M75,M77,60.592
M75,M78,71.592
M75,M79,82.592
M75,M80,93.592
M75,M81,127.584
M75,M82,138.584
M75,M83,109.984
M75,M84,120.984
M75,M85,131.984
M75,M86,95.577
M75,M87,106.577
M75,M88,117.577
M75,M89,128.577
M75,M90,139.577
M75,M91,145.184
M75,M92,156.184
M75,M93,155.969
M75,M94,166.969
M75,M95,177.969
M75,M96,141.561
M75,M97,152.561
M75,M98,163.561
M75,M99,174.561
M75,M100,185.561
M76,M1,167.745
M76,M2,178.745
M76,M3,189.745
M76,M4,200.745
M76,M5,211.745
M76,M6,241.338
M76,M7,239.138
M76,M8,250.138
M76,M9,261.138
M76,M10,206.138
M76,M11,185.345
M76,M12,196.345
M76,M13,207.345
M76,M14,218.345
M76,M15,229.345
M76,M16,258.938
M76,M17,256.738
M76,M18,267.738
M76,M19,278.738
M76,M20,223.738
M76,M21,202.945
M76,M22,213.945
M76,M23,224.945
M76,M24,235.945
M76,M25,246.945
M76,M26,276.538
M76,M27,274.338
M76,M28,285.338
M76,M29,296.338
M76,M30,241.338
M76,M31,220.545
M76,M32,231.545
M76,M33,242.545
M76,M34,253.545
M76,M35,264.545
M76,M36,294.138
M76,M37,291.938
M76,M38,302.938
M76,M39,313.938
M76,M40,258.938
M76,M41,238.145
M76,M42,249.145
M76,M43,260.145
M76,M44,271.145
M76,M45,282.145
M76,M46,311.738
M76,M47,322.738
M76,M48,333.738
M76,M49,344.738
M76,M50,355.738
M76,M51,290.299
M76,M52,301.299
M76,M53,312.299
M76,M54,323.299
M76,M55,334.299
M76,M56,208.13
M76,M57,219.13
M76,M58,230.13
M76,M59,241.13
M76,M60,252.13
M76,M61,286.122
M76,M62,297.122
M76,M63,268.522
M76,M64,279.522
M76,M65,290.522
M76,M66,254.114
M76,M67,265.114
M76,M68,276.114
M76,M69,287.114
M76,M70,298.114
M76,M71,303.722
M76,M72,314.722
M76,M73,314.507
M76,M74,325.507
M76,M75,336.507
M76,M77,31.0
M76,M78,42.0
M76,M79,53.0
M76,M80,64.0
M76,M81,97.992
M76,M82,108.992
M76,M83,80.392
M76,M84,91.392
M76,M85,102.392
M76,M86,131.984
M76,M87,142.984
M76,M88,153.984
M76,M89,164.984
M76,M90,136.384
M76,M91,115.592
M76,M92,126.592
M76,M93,137.592
M76,M94,148.592
M76,M95,159.592
M76,M96,177.969
M76,M97,188.969
M76,M98,199.969
M76,M99,210.969
M76,M100,221.969
M77,M1,156.745
M77,M2,167.745
M77,M3,178.745
M77,M4,189.745
M77,M5,200.745
M77,M6,230.338
M77,M7,228.138
M77,M8,239.138
M77,M9,250.138
M77,M10,195.138
M77,M11,174.345
M77,M12,185.345
M77,M13,196.345
M77,M14,207.345
M77,M15,218.345
M77,M16,247.938
M77,M17,245.738
M77,M18,256.738
M77,M19,267.738
M77,M20,212.738
M77,M21,191.945
M77,M22,202.945
M77,M23,213.945
M77,M24,224.945
M77,M25,235.945
M77,M26,265.538
M77,M27,263.338
M77,M28,274.338
M77,M29,285.338
M77,M30,230.338
M77,M31,209.545
M77,M32,220.545
M77,M33,231.545
M77,M34,242.545
M77,M35,253.545
M77,M36,283.138
M77,M37,280.938
M77,M38,291.938
M77,M39,302.938
M77,M40,247.938
M77,M41,227.145
M77,M42,238.145
M77,M43,249.145
M77,M44,260.145
M77,M45,271.145
M77,M46,300.738
M77,M47,311.738
M77,M48,322.738
M77,M49,333.738
M77,M50,344.738
M77,M51,279.299
M77,M52,290.299
M77,M53,301.299
M77,M54,312.299
M77,M55,323.299
M77,M56,197.13
M77,M57,208.13
M77,M58,219.13
M77,M59,230.13
M77,M60,241.13
M77,M61,275.122
M77,M62,286.122
M77,M63,257.522
M77,M64,268.522
M77,M65,279.522
M77,M66,243.114
M77,M67,254.114
M77,M68,265.114
M77,M69,276.114
M77,M70,287.114
M77,M71,292.722
M77,M72,303.722
M77,M73,303.507
M77,M74,314.507
M77,M75,325.507
M77,M76,161.93
M77,M78,31.0
M77,M79,42.0
M77,M80,53.0
M77,M81,86.992
M77,M82,97.992
M77,M83,69.392
M77,M84,80.392
M77,M85,91.392
M77,M86,120.984
M77,M87,131.984
M77,M88,142.984
M77,M89,153.984
M77,M90,125.384
M77,M91,104.592
M77,M92,115.592
M77,M93,126.592
M77,M94,137.592
M77,M95,148.592
M77,M96,166.969
M77,M97,177.969
M77,M98,188.969
M77,M99,199.969
M77,M100,210.969
M78,M1,145.745
M78,M2,156.745
M78,M3,167.745
M78,M4,178.745
M78,M5,189.745
M78,M6,219.338
M78,M7,217.138
M78,M8,228.138
M78,M9,239.138
M78,M10,184.138
M78,M11,163.345
M78,M12,174.345
M78,M13,185.345
M78,M14,196.345
M78,M15,207.345
M78,M16,236.938
M78,M17,234.738
M78,M18,245.738
M78,M19,256.738
M78,M20,201.738
M78,M21,180.945
M78,M22,191.945
M78,M23,202.945
M78,M24,213.945
M78,M25,224.945
M78,M26,254.538
M78,M27,252.338
M78,M28,263.338
M78,M29,274.338
M78,M30,219.338
M78,M31,198.545
M78,M32,209.545
M78,M33,220.545
M78,M34,231.545
M78,M35,242.545
M78,M36,272.138
M78,M37,269.938
M78,M38,280.938
M78,M39,291.938
M78,M40,236.938
M78,M41,216.145
M78,M42,227.145
M78,M43,238.145
M78,M44,249.145
M78,M45,260.145
M78,M46,289.738
M78,M47,300.738
M78,M48,311.738
M78,M49,322.738
M78,M50,333.738
M78,M51,268.299
M78,M52,279.299
M78,M53,290.299
M78,M54,301.299
M78,M55,312.299
M78,M56,186.13
M78,M57,197.13
M78,M58,208.13
M78,M59,219.13
M78,M60,230.13
M78,M61,264.122
M78,M62,275.122
M78,M63,246.522
M78,M64,257.522
M78,M65,268.522
M78,M66,232.114
M78,M67,243.114
M78,M68,254.114
M78,M69,265.114
M78,M70,276.114
M78,M71,281.722
M78,M72,292.722
M78,M73,292.507
M78,M74,303.507
M78,M75,314.507
M78,M76,150.93
M78,M77,90.184
M78,M79,31.0
M78,M80,42.0
M78,M81,75.992
M78,M82,86.992
M78,M83,58.392
M78,M84,69.392
M78,M85,80.392
M78,M86,109.984
M78,M87,120.984
M78,M88,131.984
M78,M89,142.984
M78,M90,114.384
M78,M91,93.592
M78,M92,104.592
M78,M93,115.592
M78,M94,126.592
M78,M95,137.592
M78,M96,155.969
M78,M97,166.969
M78,M98,177.969
M78,M99,188.969
M78,M100,199.969
M79,M1,134.745
M79,M2,145.745
M79,M3,156.745
M79,M4,167.745
M79,M5,178.745
M79,M6,208.338
M79,M7,206.138
M79,M8,217.138
M79,M9,228.138
M79,M10,173.138
M79,M11,152.345
M79,M12,163.345
M79,M13,174.345
M79,M14,185.345
M79,M15,196.345
M79,M16,225.938
M79,M17,223.738
M79,M18,234.738
M79,M19,245.738
M79,M20,190.738
M79,M21,169.945
M79,M22,180.945
M79,M23,191.945
M79,M24,202.945
M79,M25,213.945
M79,M26,243.538
M79,M27,241.338
M79,M28,252.338
M79,M29,263.338
M79,M30,208.338
M79,M31,187.545
M79,M32,198.545
M79,M33,209.545
M79,M34,220.545
M79,M35,231.545
M79,M36,261.138
M79,M37,258.938
M79,M38,269.938
M79,M39,280.938
M79,M40,225.938
M79,M41,205.145
M79,M42,216.145
M79,M43,227.145
M79,M44,238.145
M79,M45,249.145
M79,M46,278.738
M79,M47,289.738
M79,M48,300.738
M79,M49,311.738
M79,M50,322.738
M79,M51,257.299
M79,M52,268.299
M79,M53,279.299
M79,M54,290.299
M79,M55,301.299
M79,M56,214.73
M79,M57,225.73
M79,M58,236.73
M79,M59,247.73
M79,M60,258.73
M79,M61,274.899
M79,M62,285.899
M79,M63,275.122
M79,M64,286.122
M79,M65,297.122
M79,M66,260.714
M79,M67,271.714
M79,M68,282.714
M79,M69,293.714
M79,M70,297.997
M79,M71,277.205
M79,M72,288.205
M79,M73,299.205
M79,M74,310.205
M79,M75,321.205
M79,M76,179.53
M79,M77,118.784
M79,M78,129.784
M79,M80,31.0
M79,M81,64.992
M79,M82,75.992
M79,M83,86.992
M79,M84,97.992
M79,M85,108.992
M79,M86,138.584
M79,M87,136.384
M79,M88,147.384
M79,M89,158.384
M79,M90,103.384
M79,M91,82.592
M79,M92,93.592
M79,M93,104.592
M79,M94,115.592
M79,M95,126.592
M79,M96,156.184
M79,M97,167.184
M79,M98,178.184
M79,M99,189.184
M79,M100,200.184
M80,M1,123.745
M80,M2,134.745
M80,M3,145.745
M80,M4,156.745
M80,M5,167.745
M80,M6,197.338
M80,M7,195.138
M80,M8,206.138
M80,M9,217.138
M80,M10,162.138
M80,M11,141.345
M80,M12,152.345
M80,M13,163.345
M80,M14,174.345
M80,M15,185.345
M80,M16,214.938
M80,M17,212.738
M80,M18,223.738
M80,M19,234.738
M80,M20,179.738
M80,M21,158.945
M80,M22,169.945
M80,M23,180.945
M80,M24,191.945
M80,M25,202.945
M80,M26,232.538
M80,M27,230.338
M80,M28,241.338
M80,M29,252.338
M80,M30,197.338
M80,M31,176.545
M80,M32,187.545
M80,M33,198.545
M80,M34,209.545
M80,M35,220.545
M80,M36,250.138
M80,M37,247.938
M80,M38,258.938
M80,M39,269.938
M80,M40,214.938
M80,M41,194.145
M80,M42,205.145
M80,M43,216.145
M80,M44,227.145
M80,M45,238.145
M80,M46,267.738
M80,M47,278.738
M80,M48,289.738
M80,M49,300.738
M80,M50,311.738
M80,M51,246.299
M80,M52,257.299
M80,M53,268.299
M80,M54,279.299
M80,M55,290.299
M80,M56,203.73
M80,M57,214.73
M80,M58,225.73
M80,M59,236.73
M80,M60,247.73
M80,M61,263.899
M80,M62,274.899
M80,M63,264.122
M80,M64,275.122
M80,M65,286.122
M80,M66,249.714
M80,M67,260.714
M80,M68,271.714
M80,M69,282.714
M80,M70,286.997
M80,M71,266.205
M80,M72,277.205
M80,M73,288.205
M80,M74,299.205
M80,M75,310.205
M80,M76,168.53
M80,M77,107.784
M80,M78,118.784
M80,M79,129.784
M80,M81,53.992
M80,M82,64.992
M80,M83,75.992
M80,M84,86.992
M80,M85,97.992
M80,M86,127.584
M80,M87,125.384
M80,M88,136.384
M80,M89,147.384
M80,M90,92.384
M80,M91,71.592
M80,M92,82.592
M80,M93,93.592
M80,M94,104.592
M80,M95,115.592
M80,M96,145.184
M80,M97,156.184
M80,M98,167.184
M80,M99,178.184
M80,M100,189.184
M81,M1,144.538
M81,M2,155.538
M81,M3,166.538
M81,M4,177.538
M81,M5,188.538
M81,M6,218.13
M81,M7,215.93
M81,M8,226.93
M81,M9,237.93
M81,M10,182.93
M81,M11,162.138
M81,M12,173.138
M81,M13,184.138
M81,M14,195.138
M81,M15,206.138
M81,M16,235.73
M81,M17,233.53
M81,M18,244.53
M81,M19,255.53
M81,M20,200.53
M81,M21,179.738
M81,M22,190.738
M81,M23,201.738
M81,M24,212.738
M81,M25,223.738
M81,M26,253.33
M81,M27,251.13
M81,M28,262.13
M81,M29,273.13
M81,M30,218.13
M81,M31,197.338
M81,M32,208.338
M81,M33,219.338
M81,M34,230.338
M81,M35,241.338
M81,M36,270.93
M81,M37,268.73
M81,M38,279.73
M81,M39,290.73
M81,M40,235.73
M81,M41,214.938
M81,M42,225.938
M81,M43,236.938
M81,M44,247.938
M81,M45,258.938
M81,M46,288.53
M81,M47,299.53
M81,M48,310.53
M81,M49,321.53
M81,M50,332.53
M81,M51,267.091
M81,M52,278.091
M81,M53,289.091
M81,M54,300.091
M81,M55,311.091
M81,M56,169.738
M81,M57,180.738
M81,M58,191.738
M81,M59,202.738
M81,M60,213.738
M81,M61,247.73
M81,M62,258.73
M81,M63,230.13
M81,M64,241.13
M81,M65,252.13
M81,M66,215.722
M81,M67,226.722
M81,M68,237.722
M81,M69,248.722
M81,M70,259.722
M81,M71,265.33
M81,M72,276.33
M81,M73,276.114
M81,M74,287.114
M81,M75,298.114
M81,M76,134.538
M81,M77,73.792
M81,M78,84.792
M81,M79,95.792
M81,M80,40.792
M81,M82,31.0
M81,M83,42.0
M81,M84,53.0
M81,M85,64.0
M81,M86,93.592
M81,M87,104.592
M81,M88,115.592
M81,M89,126.592
M81,M90,113.177
M81,M91,92.384
M81,M92,103.384
M81,M93,114.384
M81,M94,125.384
M81,M95,136.384
M81,M96,139.577
M81,M97,150.577
M81,M98,161.577
M81,M99,172.577
M81,M100,183.577
M82,M1,199.538
M82,M2,210.538
M82,M3,221.538
M82,M4,232.538
M82,M5,243.538
M82,M6,273.13
M82,M7,270.93
M82,M8,281.93
M82,M9,292.93
M82,M10,237.93
M82,M11,217.138
M82,M12,228.138
M82,M13,239.138
M82,M14,250.138
M82,M15,261.138
M82,M16,290.73
M82,M17,288.53
M82,M18,299.53
M82,M19,310.53
M82,M20,255.53
M82,M21,234.738
M82,M22,245.738
M82,M23,256.738
M82,M24,267.738
M82,M25,278.738
M82,M26,308.33
M82,M27,306.13
M82,M28,317.13
M82,M29,328.13
M82,M30,273.13
M82,M31,252.338
M82,M32,263.338
M82,M33,274.338
M82,M34,285.338
M82,M35,296.338
M82,M36,325.93
M82,M37,323.73
M82,M38,334.73
M82,M39,345.73
M82,M40,290.73
M82,M41,269.938
M82,M42,280.938
M82,M43,291.938
M82,M44,302.938
M82,M45,313.938
M82,M46,343.53
M82,M47,354.53
M82,M48,365.53
M82,M49,376.53
M82,M50,387.53
M82,M51,270.891
M82,M52,281.891
M82,M53,292.891
M82,M54,303.891
M82,M55,314.891
M82,M56,158.738
M82,M57,169.738
M82,M58,180.738
M82,M59,191.738
M82,M60,202.738
M82,M61,236.73
M82,M62,247.73
M82,M63,219.13
M82,M64,230.13
M82,M65,241.13
M82,M66,204.722
M82,M67,215.722
M82,M68,226.722
M82,M69,237.722
M82,M70,248.722
M82,M71,254.33
M82,M72,265.33
M82,M73,265.114
M82,M74,276.114
M82,M75,287.114
M82,M76,123.538
M82,M77,62.792
M82,M78,73.792
M82,M79,84.792
M82,M80,95.792
M82,M81,129.784
M82,M83,31.0
M82,M84,42.0
M82,M85,53.0
M82,M86,82.592
M82,M87,93.592
M82,M88,104.592
M82,M89,115.592
M82,M90,126.592
M82,M91,147.384
M82,M92,158.384
M82,M93,142.984
M82,M94,153.984
M82,M95,164.984
M82,M96,128.577
M82,M97,139.577
M82,M98,150.577
M82,M99,161.577
M82,M100,172.577
M83,M1,188.538
M83,M2,199.538
M83,M3,210.538
M83,M4,221.538
M83,M5,232.538
M83,M6,262.13
M83,M7,259.93
M83,M8,270.93
M83,M9,281.93
M83,M10,226.93
M83,M11,206.138
M83,M12,217.138
M83,M13,228.138
M83,M14,239.138
M83,M15,250.138
M83,M16,279.73
M83,M17,277.53
M83,M18,288.53
M83,M19,299.53
M83,M20,244.53
M83,M21,223.738
M83,M22,234.738
M83,M23,245.738
M83,M24,256.738
M83,M25,267.738
M83,M26,297.33
M83,M27,295.13
M83,M28,306.13
M83,M29,317.13
M83,M30,262.13
M83,M31,241.338
M83,M32,252.338
M83,M33,263.338
M83,M34,274.338
M83,M35,285.338
M83,M36,314.93
M83,M37,312.73
M83,M38,323.73
M83,M39,334.73
M83,M40,279.73
M83,M41,258.938
M83,M42,269.938
M83,M43,280.938
M83,M44,291.938
M83,M45,302.938
M83,M46,332.53
M83,M47,343.53
M83,M48,354.53
M83,M49,365.53
M83,M50,376.53
M83,M51,259.891
M83,M52,270.891
M83,M53,281.891
M83,M54,292.891
M83,M55,303.891
M83,M56,147.738
M83,M57,158.738
M83,M58,169.738
M83,M59,180.738
M83,M60,191.738
M83,M61,225.73
M83,M62,236.73
M83,M63,208.13
M83,M64,219.13
M83,M65,230.13
M83,M66,193.722
M83,M67,204.722
M83,M68,215.722
M83,M69,226.722
M83,M70,237.722
M83,M71,243.33
M83,M72,254.33
M83,M73,254.114
M83,M74,265.114
M83,M75,276.114
M83,M76,112.538
M83,M77,51.792
M83,M78,62.792
M83,M79,73.792
M83,M80,84.792
M83,M81,118.784
M83,M82,129.784
M83,M84,31.0
M83,M85,42.0
M83,M86,71.592
M83,M87,82.592
M83,M88,93.592
M83,M89,104.592
M83,M90,115.592
M83,M91,136.384
M83,M92,147.384
M83,M93,131.984
M83,M94,142.984
M83,M95,153.984
M83,M96,117.577
M83,M97,128.577
M83,M98,139.577
M83,M99,150.577
M83,M100,161.577
M84,M1,177.538
M84,M2,188.538
M84,M3,199.538
M84,M4,210.538
M84,M5,221.538
M84,M6,251.13
M84,M7,248.93
M84,M8,259.93
M84,M9,270.93
M84,M10,215.93
M84,M11,195.138
M84,M12,206.138
M84,M13,217.138
M84,M14,228.138
M84,M15,239.138
M84,M16,268.73
M84,M17,266.53
M84,M18,277.53
M84,M19,288.53
M84,M20,233.53
M84,M21,212.738
M84,M22,223.738
M84,M23,234.738
M84,M24,245.738
M84,M25,256.738
M84,M26,286.33
M84,M27,284.13
M84,M28,295.13
M84,M29,306.13
M84,M30,251.13
M84,M31,230.338
M84,M32,241.338
M84,M33,252.338
M84,M34,263.338
M84,M35,274.338
M84,M36,303.93
M84,M37,301.73
M84,M38,312.73
M84,M39,323.73
M84,M40,268.73
M84,M41,247.938
M84,M42,258.938
M84,M43,269.938
M84,M44,280.938
M84,M45,291.938
M84,M46,321.53
M84,M47,332.53
M84,M48,343.53
M84,M49,354.53
M84,M50,365.53
M84,M51,248.891
M84,M52,259.891
M84,M53,270.891
M84,M54,281.891
M84,M55,292.891
M84,M56,136.738
M84,M57,147.738
M84,M58,158.738
M84,M59,169.738
M84,M60,180.738
M84,M61,214.73
M84,M62,225.73
M84,M63,197.13
M84,M64,208.13
M84,M65,219.13
M84,M66,182.722
M84,M67,193.722
M84,M68,204.722
M84,M69,215.722
M84,M70,226.722
M84,M71,232.33
M84,M72,243.33
M84,M73,243.114
M84,M74,254.114
M84,M75,265.114
M84,M76,101.538
M84,M77,40.792
M84,M78,51.792
M84,M79,62.792
M84,M80,73.792
M84,M81,107.784
M84,M82,118.784
M84,M83,90.184
M84,M85,31.0
M84,M86,60.592
M84,M87,71.592
M84,M88,82.592
M84,M89,93.592
M84,M90,104.592
M84,M91,125.384
M84,M92,136.384
M84,M93,120.984
M84,M94,131.984
M84,M95,142.984
M84,M96,106.577
M84,M97,117.577
M84,M98,128.577
M84,M99,139.577
M84,M100,150.577
M85,M1,179.738
M85,M2,190.738
M85,M3,201.738
M85,M4,212.738
M85,M5,223.738
M85,M6,253.33
M85,M7,251.13
M85,M8,262.13
M85,M9,273.13
M85,M10,218.13
M85,M11,197.338
M85,M12,208.338
M85,M13,219.338
M85,M14,230.338
M85,M15,241.338
M85,M16,270.93
M85,M17,268.73
M85,M18,279.73
M85,M19,290.73
M85,M20,235.73
M85,M21,214.938
M85,M22,225.938
M85,M23,236.938
M85,M24,247.938
M85,M25,258.938
M85,M26,288.53
M85,M27,286.33
M85,M28,297.33
M85,M29,308.33
M85,M30,253.33
M85,M31,232.538
M85,M32,243.538
M85,M33,254.538
M85,M34,265.538
M85,M35,276.538
M85,M36,306.13
M85,M37,303.93
M85,M38,314.93
M85,M39,325.93
M85,M40,270.93
M85,M41,250.138
M85,M42,261.138
M85,M43,272.138
M85,M44,283.138
M85,M45,294.138
M85,M46,322.93
M85,M47,333.93
M85,M48,344.93
M85,M49,355.93
M85,M50,366.93
M85,M51,237.891
M85,M52,248.891
M85,M53,259.891
M85,M54,270.891
M85,M55,281.891
M85,M56,125.738
M85,M57,136.738
M85,M58,147.738
M85,M59,158.738
M85,M60,169.738
M85,M61,203.73
M85,M62,214.73
M85,M63,186.13
M85,M64,197.13
M85,M65,208.13
M85,M66,171.722
