from_machine,to_machine,with_handling_sec
M43,M31,330.997
M43,M32,341.997
M43,M33,352.997
M43,M34,363.997
M43,M35,323.475
M43,M36,353.067
M43,M37,51.792
M43,M38,62.792
M43,M39,73.792
M43,M40,84.792
M43,M41,118.784
M43,M42,129.784
M43,M44,31.0
M43,M45,42.0
M43,M46,71.592
M43,M47,82.592
M43,M48,93.592
M43,M49,104.592
M43,M50,115.592
M43,M51,170.938
M43,M52,181.938
M43,M53,192.938
M43,M54,203.938
M43,M55,214.938
M43,M56,244.53
M43,M57,242.33
M43,M58,253.33
M43,M59,264.33
M43,M60,209.33
M43,M61,188.538
M43,M62,199.538
M43,M63,210.538
M43,M64,221.538
M43,M65,232.538
M43,M66,262.13
M43,M67,259.93
M43,M68,270.93
M43,M69,281.93
M43,M70,226.93
M43,M71,206.138
M43,M72,217.138
M43,M73,228.138
M43,M74,239.138
M43,M75,250.138
M43,M76,279.73
M43,M77,277.53
M43,M78,288.53
M43,M79,299.53
M43,M80,244.53
M43,M81,223.738
M43,M82,234.738
M43,M83,245.738
M43,M84,256.738
M43,M85,267.738
M43,M86,297.33
M43,M87,295.13
M43,M88,306.13
M43,M89,317.13
M43,M90,262.13
M43,M91,241.338
M43,M92,252.338
M43,M93,263.338
M43,M94,274.338
M43,M95,285.338
M43,M96,314.93
M43,M97,325.93
M43,M98,336.93
M43,M99,347.93
M43,M100,358.93
M44,M1,282.491
M44,M2,293.491
M44,M3,304.491
M44,M4,315.491
M44,M5,326.491
M44,M6,326.883
M44,M7,337.883
M44,M8,348.883
M44,M9,359.883
M44,M10,305.589
M44,M11,284.797
M44,M12,295.797
M44,M13,306.797
M44,M14,317.797
M44,M15,328.797
M44,M16,358.389
M44,M17,356.189
M44,M18,367.189
M44,M19,378.189
M44,M20,323.189
M44,M21,302.397
M44,M22,313.397
M44,M23,324.397
M44,M24,335.397
M44,M25,346.397
M44,M26,291.683
M44,M27,302.683
M44,M28,313.683
M44,M29,324.683
M44,M30,335.683
M44,M31,319.997
M44,M32,330.997
M44,M33,341.997
M44,M34,352.997
M44,M35,312.475
M44,M36,342.067
M44,M37,40.792
M44,M38,51.792
M44,M39,62.792
M44,M40,73.792
M44,M41,107.784
M44,M42,118.784
M44,M43,90.184
M44,M45,31.0
M44,M46,60.592
M44,M47,71.592
M44,M48,82.592
M44,M49,93.592
M44,M50,104.592
M44,M51,159.938
M44,M52,170.938
M44,M53,181.938
M44,M54,192.938
M44,M55,203.938
M44,M56,233.53
M44,M57,231.33
M44,M58,242.33
M44,M59,253.33
M44,M60,198.33
M44,M61,177.538
M44,M62,188.538
M44,M63,199.538
M44,M64,210.538
M44,M65,221.538
M44,M66,251.13
M44,M67,248.93
M44,M68,259.93
M44,M69,270.93
M44,M70,215.93
M44,M71,195.138
M44,M72,206.138
M44,M73,217.138
M44,M74,228.138
M44,M75,239.138
M44,M76,268.73
M44,M77,266.53
M44,M78,277.53
M44,M79,288.53
M44,M80,233.53
M44,M81,212.738
M44,M82,223.738
M44,M83,234.738
M44,M84,245.738
M44,M85,256.738
M44,M86,286.33
M44,M87,284.13
M44,M88,295.13
M44,M89,306.13
M44,M90,251.13
M44,M91,230.338
M44,M92,241.338
M44,M93,252.338
M44,M94,263.338
M44,M95,274.338
M44,M96,303.93
M44,M97,314.93
M44,M98,325.93
M44,M99,336.93
M44,M100,347.93
M45,M1,284.691
M45,M2,295.691
M45,M3,306.691
M45,M4,317.691
M45,M5,328.691
M45,M6,329.083
M45,M7,340.083
M45,M8,351.083
M45,M9,362.083
M45,M10,323.083
M45,M11,302.291
M45,M12,313.291
M45,M13,324.291
M45,M14,335.291
M45,M15,346.291
M45,M16,375.067
M45,M17,373.683
M45,M18,384.683
M45,M19,395.683
M45,M20,340.683
M45,M21,319.891
M45,M22,330.891
M45,M23,341.891
M45,M24,352.891
M45,M25,363.891
M45,M26,293.883
M45,M27,304.883
M45,M28,315.883
M45,M29,326.883
M45,M30,337.883
M45,M31,337.491
M45,M32,348.491
M45,M33,354.275
M45,M34,365.275
M45,M35,314.675
M45,M36,344.267
M45,M37,355.267
M45,M38,366.267
M45,M39,377.267
M45,M40,375.883
M45,M41,355.091
M45,M42,366.091
M45,M43,377.091
M45,M44,388.091
M45,M46,49.592
M45,M47,60.592
M45,M48,71.592
M45,M49,82.592
M45,M50,93.592
M45,M51,162.138
M45,M52,173.138
M45,M53,184.138
M45,M54,195.138
M45,M55,206.138
M45,M56,235.73
M45,M57,233.53
M45,M58,244.53
M45,M59,255.53
M45,M60,200.53
M45,M61,179.738
M45,M62,190.738
M45,M63,201.738
M45,M64,212.738
M45,M65,223.738
M45,M66,253.33
M45,M67,251.13
M45,M68,262.13
M45,M69,273.13
M45,M70,218.13
M45,M71,197.338
M45,M72,208.338
M45,M73,219.338
M45,M74,230.338
M45,M75,241.338
M45,M76,270.93
M45,M77,268.73
M45,M78,279.73
M45,M79,290.73
M45,M80,235.73
M45,M81,214.938
M45,M82,225.938
M45,M83,236.938
M45,M84,247.938
M45,M85,258.938
M45,M86,288.53
M45,M87,286.33
M45,M88,297.33
M45,M89,308.33
M45,M90,253.33
M45,M91,232.538
M45,M92,243.538
M45,M93,254.538
M45,M94,265.538
M45,M95,276.538
M45,M96,306.13
M45,M97,317.13
M45,M98,328.13
M45,M99,339.13
M45,M100,350.13
M46,M1,255.099
M46,M2,266.099
M46,M3,277.099
M46,M4,288.099
M46,M5,299.099
M46,M6,299.491
M46,M7,310.491
M46,M8,321.491
M46,M9,332.491
M46,M10,293.491
M46,M11,272.699
M46,M12,283.699
M46,M13,294.699
M46,M14,305.699
M46,M15,316.699
M46,M16,345.475
M46,M17,344.091
M46,M18,355.091
M46,M19,366.091
M46,M20,311.091
M46,M21,290.299
M46,M22,301.299
M46,M23,312.299
M46,M24,323.299
M46,M25,334.299
M46,M26,264.291
M46,M27,275.291
M46,M28,286.291
M46,M29,297.291
M46,M30,308.291
M46,M31,307.899
M46,M32,318.899
M46,M33,324.683
M46,M34,335.683
M46,M35,285.083
M46,M36,314.675
M46,M37,325.675
M46,M38,336.675
M46,M39,347.675
M46,M40,346.291
M46,M41,325.499
M46,M42,336.499
M46,M43,347.499
M46,M44,358.499
M46,M45,335.467
M46,M47,31.0
M46,M48,42.0
M46,M49,53.0
M46,M50,64.0
M46,M51,132.545
M46,M52,143.545
M46,M53,154.545
M46,M54,165.545
M46,M55,176.545
M46,M56,206.138
M46,M57,203.938
M46,M58,214.938
M46,M59,225.938
M46,M60,170.938
M46,M61,150.145
M46,M62,161.145
M46,M63,172.145
M46,M64,183.145
M46,M65,194.145
M46,M66,223.738
M46,M67,221.538
M46,M68,232.538
M46,M69,243.538
M46,M70,188.538
M46,M71,167.745
M46,M72,178.745
M46,M73,189.745
M46,M74,200.745
M46,M75,211.745
M46,M76,241.338
M46,M77,239.138
M46,M78,250.138
M46,M79,261.138
M46,M80,206.138
M46,M81,185.345
M46,M82,196.345
M46,M83,207.345
M46,M84,218.345
M46,M85,229.345
M46,M86,258.938
M46,M87,256.738
M46,M88,267.738
M46,M89,278.738
M46,M90,223.738
M46,M91,202.945
M46,M92,213.945
M46,M93,224.945
M46,M94,235.945
M46,M95,246.945
M46,M96,276.538
M46,M97,287.538
M46,M98,298.538
M46,M99,309.538
M46,M100,320.538
M47,M1,244.099
M47,M2,255.099
M47,M3,266.099
M47,M4,277.099
M47,M5,288.099
M47,M6,288.491
M47,M7,299.491
M47,M8,310.491
M47,M9,321.491
M47,M10,282.491
M47,M11,261.699
M47,M12,272.699
M47,M13,283.699
M47,M14,294.699
M47,M15,305.699
M47,M16,334.475
M47,M17,333.091
M47,M18,344.091
M47,M19,355.091
M47,M20,300.091
M47,M21,279.299
M47,M22,290.299
M47,M23,301.299
M47,M24,312.299
M47,M25,323.299
M47,M26,253.291
M47,M27,264.291
M47,M28,275.291
M47,M29,286.291
M47,M30,297.291
M47,M31,296.899
M47,M32,307.899
M47,M33,313.683
M47,M34,324.683
M47,M35,274.083
M47,M36,303.675
M47,M37,314.675
M47,M38,325.675
M47,M39,336.675
M47,M40,335.291
M47,M41,314.499
M47,M42,325.499
M47,M43,336.499
M47,M44,347.499
M47,M45,324.467
M47,M46,218.091
M47,M48,31.0
M47,M49,42.0
M47,M50,53.0
M47,M51,121.545
M47,M52,132.545
M47,M53,143.545
M47,M54,154.545
M47,M55,165.545
M47,M56,195.138
M47,M57,192.938
M47,M58,203.938
M47,M59,214.938
M47,M60,159.938
M47,M61,139.145
M47,M62,150.145
M47,M63,161.145
M47,M64,172.145
M47,M65,183.145
M47,M66,212.738
M47,M67,210.538
M47,M68,221.538
M47,M69,232.538
M47,M70,177.538
M47,M71,156.745
M47,M72,167.745
M47,M73,178.745
M47,M74,189.745
M47,M75,200.745
M47,M76,230.338
M47,M77,228.138
M47,M78,239.138
M47,M79,250.138
M47,M80,195.138
M47,M81,174.345
M47,M82,185.345
M47,M83,196.345
M47,M84,207.345
M47,M85,218.345
M47,M86,247.938
M47,M87,245.738
M47,M88,256.738
M47,M89,267.738
M47,M90,212.738
M47,M91,191.945
M47,M92,202.945
M47,M93,213.945
M47,M94,224.945
M47,M95,235.945
M47,M96,265.538
M47,M97,276.538
M47,M98,287.538
M47,M99,298.538
M47,M100,309.538
M48,M1,233.099
M48,M2,244.099
M48,M3,255.099
M48,M4,266.099
M48,M5,277.099
M48,M6,277.491
M48,M7,288.491
M48,M8,299.491
M48,M9,310.491
M48,M10,271.491
M48,M11,250.699
M48,M12,261.699
M48,M13,272.699
M48,M14,283.699
M48,M15,294.699
M48,M16,323.475
M48,M17,322.091
M48,M18,333.091
M48,M19,344.091
M48,M20,289.091
M48,M21,268.299
M48,M22,279.299
M48,M23,290.299
M48,M24,301.299
M48,M25,312.299
M48,M26,242.291
M48,M27,253.291
M48,M28,264.291
M48,M29,275.291
M48,M30,286.291
M48,M31,285.899
M48,M32,296.899
M48,M33,302.683
M48,M34,313.683
M48,M35,263.083
M48,M36,292.675
M48,M37,303.675
M48,M38,314.675
M48,M39,325.675
M48,M40,324.291
M48,M41,303.499
M48,M42,314.499
M48,M43,325.499
M48,M44,336.499
M48,M45,313.467
M48,M46,207.091
M48,M47,218.091
M48,M49,31.0
M48,M50,42.0
M48,M51,110.545
M48,M52,121.545
M48,M53,132.545
M48,M54,143.545
M48,M55,154.545
M48,M56,184.138
M48,M57,181.938
M48,M58,192.938
M48,M59,203.938
M48,M60,148.938
M48,M61,128.145
M48,M62,139.145
M48,M63,150.145
M48,M64,161.145
M48,M65,172.145
M48,M66,201.738
M48,M67,199.538
M48,M68,210.538
M48,M69,221.538
M48,M70,166.538
M48,M71,145.745
M48,M72,156.745
M48,M73,167.745
M48,M74,178.745
M48,M75,189.745
M48,M76,219.338
M48,M77,217.138
M48,M78,228.138
M48,M79,239.138
M48,M80,184.138
M48,M81,163.345
M48,M82,174.345
M48,M83,185.345
M48,M84,196.345
M48,M85,207.345
M48,M86,236.938
M48,M87,234.738
M48,M88,245.738
M48,M89,256.738
M48,M90,201.738
M48,M91,180.945
M48,M92,191.945
M48,M93,202.945
M48,M94,213.945
M48,M95,224.945
M48,M96,254.538
M48,M97,265.538
M48,M98,276.538
M48,M99,287.538
M48,M100,298.538
M49,M1,222.099
M49,M2,233.099
M49,M3,244.099
M49,M4,255.099
M49,M5,266.099
M49,M6,266.491
M49,M7,277.491
M49,M8,288.491
M49,M9,299.491
M49,M10,260.491
M49,M11,239.699
M49,M12,250.699
M49,M13,261.699
M49,M14,272.699
M49,M15,283.699
M49,M16,312.475
M49,M17,311.091
M49,M18,322.091
M49,M19,333.091
M49,M20,278.091
M49,M21,257.299
M49,M22,268.299
M49,M23,279.299
M49,M24,290.299
M49,M25,301.299
M49,M26,231.291
M49,M27,242.291
M49,M28,253.291
M49,M29,264.291
M49,M30,275.291
M49,M31,274.899
M49,M32,285.899
M49,M33,291.683
M49,M34,302.683
M49,M35,252.083
M49,M36,281.675
M49,M37,292.675
M49,M38,303.675
M49,M39,314.675
M49,M40,313.291
M49,M41,292.499
M49,M42,303.499
M49,M43,314.499
M49,M44,325.499
M49,M45,302.467
M49,M46,196.091
M49,M47,207.091
M49,M48,218.091
M49,M50,31.0
M49,M51,99.545
M49,M52,110.545
M49,M53,121.545
M49,M54,132.545
M49,M55,143.545
M49,M56,173.138
M49,M57,170.938
M49,M58,181.938
M49,M59,192.938
M49,M60,137.938
M49,M61,117.145
M49,M62,128.145
M49,M63,139.145
M49,M64,150.145
M49,M65,161.145
M49,M66,190.738
M49,M67,188.538
M49,M68,199.538
M49,M69,210.538
M49,M70,155.538
M49,M71,134.745
M49,M72,145.745
M49,M73,156.745
M49,M74,167.745
M49,M75,178.745
M49,M76,208.338
M49,M77,206.138
M49,M78,217.138
M49,M79,228.138
M49,M80,173.138
M49,M81,152.345
M49,M82,163.345
M49,M83,174.345
M49,M84,185.345
M49,M85,196.345
M49,M86,225.938
M49,M87,223.738
M49,M88,234.738
M49,M89,245.738
M49,M90,190.738
M49,M91,169.945
M49,M92,180.945
M49,M93,191.945
M49,M94,202.945
M49,M95,213.945
M49,M96,243.538
M49,M97,254.538
M49,M98,265.538
M49,M99,276.538
M49,M100,287.538
M50,M1,211.099
M50,M2,222.099
M50,M3,233.099
M50,M4,244.099
M50,M5,255.099
M50,M6,255.491
M50,M7,266.491
M50,M8,277.491
M50,M9,288.491
M50,M10,249.491
M50,M11,228.699
M50,M12,239.699
M50,M13,250.699
M50,M14,261.699
M50,M15,272.699
M50,M16,301.475
M50,M17,300.091
M50,M18,311.091
M50,M19,322.091
M50,M20,267.091
M50,M21,246.299
M50,M22,257.299
M50,M23,268.299
M50,M24,279.299
M50,M25,290.299
M50,M26,220.291
M50,M27,231.291
M50,M28,242.291
M50,M29,253.291
M50,M30,264.291
M50,M31,263.899
M50,M32,274.899
M50,M33,280.683
M50,M34,291.683
M50,M35,241.083
M50,M36,270.675
M50,M37,281.675
M50,M38,292.675
M50,M39,303.675
M50,M40,302.291
M50,M41,281.499
M50,M42,292.499
M50,M43,303.499
M50,M44,314.499
M50,M45,291.467
M50,M46,185.091
M50,M47,196.091
M50,M48,207.091
M50,M49,218.091
M50,M51,88.545
M50,M52,99.545
M50,M53,110.545
M50,M54,121.545
M50,M55,132.545
M50,M56,162.138
M50,M57,159.938
M50,M58,170.938
M50,M59,181.938
M50,M60,126.938
M50,M61,106.145
M50,M62,117.145
M50,M63,128.145
M50,M64,139.145
M50,M65,150.145
M50,M66,179.738
M50,M67,177.538
M50,M68,188.538
M50,M69,199.538
M50,M70,144.538
M50,M71,123.745
M50,M72,134.745
M50,M73,145.745
M50,M74,156.745
M50,M75,167.745
M50,M76,197.338
M50,M77,195.138
M50,M78,206.138
M50,M79,217.138
M50,M80,162.138
M50,M81,141.345
M50,M82,152.345
M50,M83,163.345
M50,M84,174.345
M50,M85,185.345
M50,M86,214.938
M50,M87,212.738
M50,M88,223.738
M50,M89,234.738
M50,M90,179.738
M50,M91,158.945
M50,M92,169.945
M50,M93,180.945
M50,M94,191.945
M50,M95,202.945
M50,M96,232.538
M50,M97,243.538
M50,M98,254.538
M50,M99,265.538
M50,M100,276.538
M51,M1,276.538
M51,M2,287.538
M51,M3,298.538
M51,M4,309.538
M51,M5,320.538
M51,M6,350.13
M51,M7,347.93
M51,M8,358.93
M51,M9,369.93
M51,M10,314.93
M51,M11,294.138
M51,M12,305.138
M51,M13,316.138
M51,M14,327.138
M51,M15,338.138
M51,M16,367.73
M51,M17,365.53
M51,M18,376.53
M51,M19,387.53
M51,M20,332.53
M51,M21,311.738
M51,M22,322.738
M51,M23,333.738
M51,M24,344.738
M51,M25,355.738
M51,M26,385.33
M51,M27,383.13
M51,M28,394.13
M51,M29,405.13
M51,M30,350.13
M51,M31,329.338
M51,M32,340.338
M51,M33,351.338
M51,M34,362.338
M51,M35,373.338
M51,M36,402.93
M51,M37,400.73
M51,M38,411.73
M51,M39,422.73
M51,M40,367.73
M51,M41,346.938
M51,M42,357.938
M51,M43,368.938
M51,M44,379.938
M51,M45,390.938
M51,M46,377.714
M51,M47,388.714
M51,M48,399.714
M51,M49,410.714
M51,M50,421.714
M51,M52,31.0
M51,M53,42.0
M51,M54,53.0
M51,M55,64.0
M51,M56,93.592
M51,M57,104.592
M51,M58,115.592
M51,M59,126.592
M51,M60,137.592
M51,M61,171.584
M51,M62,182.584
M51,M63,153.984
M51,M64,164.984
M51,M65,175.984
M51,M66,139.577
M51,M67,150.577
M51,M68,161.577
M51,M69,172.577
M51,M70,183.577
M51,M71,189.184
M51,M72,200.184
M51,M73,199.969
M51,M74,210.969
M51,M75,221.969
M51,M76,185.561
M51,M77,196.561
M51,M78,207.561
M51,M79,218.561
M51,M80,227.577
M51,M81,206.784
M51,M82,217.784
M51,M83,228.784
M51,M84,239.784
M51,M85,250.784
M51,M86,231.546
M51,M87,242.546
M51,M88,253.546
M51,M89,264.546
M51,M90,245.177
M51,M91,224.384
M51,M92,235.384
M51,M93,246.384
M51,M94,257.384
M51,M95,268.384
M51,M96,277.53
M51,M97,288.53
M51,M98,299.53
M51,M99,310.53
M51,M100,321.53
M52,M1,265.538
M52,M2,276.538
M52,M3,287.538
M52,M4,298.538
M52,M5,309.538
M52,M6,339.13
M52,M7,336.93
M52,M8,347.93
M52,M9,358.93
M52,M10,303.93
M52,M11,283.138
M52,M12,294.138
M52,M13,305.138
M52,M14,316.138
M52,M15,327.138
M52,M16,356.73
M52,M17,354.53
M52,M18,365.53
M52,M19,376.53
M52,M20,321.53
M52,M21,300.738
M52,M22,311.738
M52,M23,322.738
M52,M24,333.738
M52,M25,344.738
M52,M26,374.33
M52,M27,372.13
M52,M28,383.13
M52,M29,394.13
M52,M30,339.13
M52,M31,318.338
M52,M32,329.338
M52,M33,340.338
M52,M34,351.338
M52,M35,362.338
M52,M36,391.93
M52,M37,389.73
M52,M38,400.73
M52,M39,411.73
M52,M40,356.73
M52,M41,335.938
M52,M42,346.938
M52,M43,357.938
M52,M44,368.938
M52,M45,379.938
M52,M46,366.714
M52,M47,377.714
M52,M48,388.714
M52,M49,399.714
M52,M50,410.714
M52,M51,281.675
M52,M53,31.0
M52,M54,42.0
M52,M55,53.0
M52,M56,82.592
M52,M57,93.592
M52,M58,104.592
M52,M59,115.592
M52,M60,126.592
M52,M61,160.584
M52,M62,171.584
M52,M63,142.984
M52,M64,153.984
M52,M65,164.984
M52,M66,128.577
M52,M67,139.577
M52,M68,150.577
M52,M69,161.577
M52,M70,172.577
M52,M71,178.184
M52,M72,189.184
M52,M73,188.969
M52,M74,199.969
M52,M75,210.969
M52,M76,174.561
M52,M77,185.561
M52,M78,196.561
M52,M79,207.561
M52,M80,216.577
M52,M81,195.784
M52,M82,206.784
M52,M83,217.784
M52,M84,228.784
M52,M85,239.784
M52,M86,220.546
M52,M87,231.546
M52,M88,242.546
M52,M89,253.546
M52,M90,234.177
M52,M91,213.384
M52,M92,224.384
M52,M93,235.384
M52,M94,246.384
M52,M95,257.384
M52,M96,266.53
M52,M97,277.53
M52,M98,288.53
M52,M99,299.53
M52,M100,310.53
M53,M1,254.538
M53,M2,265.538
M53,M3,276.538
M53,M4,287.538
M53,M5,298.538
M53,M6,328.13
M53,M7,325.93
M53,M8,336.93
M53,M9,347.93
M53,M10,292.93
M53,M11,272.138
M53,M12,283.138
M53,M13,294.138
M53,M14,305.138
M53,M15,316.138
M53,M16,345.73
M53,M17,343.53
M53,M18,354.53
M53,M19,365.53
M53,M20,310.53
M53,M21,289.738
M53,M22,300.738
M53,M23,311.738
M53,M24,322.738
M53,M25,333.738
M53,M26,363.33
M53,M27,361.13
M53,M28,372.13
M53,M29,383.13
M53,M30,328.13
M53,M31,307.338
M53,M32,318.338
M53,M33,329.338
M53,M34,340.338
M53,M35,351.338
M53,M36,380.93
M53,M37,378.73
M53,M38,389.73
M53,M39,400.73
M53,M40,345.73
M53,M41,324.938
M53,M42,335.938
M53,M43,346.938
M53,M44,357.938
M53,M45,368.938
M53,M46,355.714
M53,M47,366.714
M53,M48,377.714
M53,M49,388.714
M53,M50,399.714
M53,M51,270.675
M53,M52,281.675
M53,M54,31.0
M53,M55,42.0
M53,M56,71.592
M53,M57,82.592
M53,M58,93.592
M53,M59,104.592
M53,M60,115.592
M53,M61,149.584
M53,M62,160.584
M53,M63,131.984
M53,M64,142.984
M53,M65,153.984
M53,M66,117.577
M53,M67,128.577
M53,M68,139.577
M53,M69,150.577
M53,M70,161.577
M53,M71,167.184
M53,M72,178.184
M53,M73,177.969
M53,M74,188.969
M53,M75,199.969
M53,M76,163.561
M53,M77,174.561
M53,M78,185.561
M53,M79,196.561
M53,M80,205.577
M53,M81,184.784
M53,M82,195.784
M53,M83,206.784
M53,M84,217.784
M53,M85,228.784
M53,M86,209.546
M53,M87,220.546
M53,M88,231.546
M53,M89,242.546
M53,M90,223.177
M53,M91,202.384
M53,M92,213.384
M53,M93,224.384
M53,M94,235.384
M53,M95,246.384
M53,M96,255.53
M53,M97,266.53
M53,M98,277.53
M53,M99,288.53
M53,M100,299.53
M54,M1,243.538
M54,M2,254.538
M54,M3,265.538
M54,M4,276.538
M54,M5,287.538
M54,M6,317.13
M54,M7,314.93
M54,M8,325.93
M54,M9,336.93
M54,M10,281.93
M54,M11,261.138
M54,M12,272.138
M54,M13,283.138
M54,M14,294.138
M54,M15,305.138
M54,M16,334.73
M54,M17,332.53
M54,M18,343.53
M54,M19,354.53
M54,M20,299.53
M54,M21,278.738
M54,M22,289.738
M54,M23,300.738
M54,M24,311.738
M54,M25,322.738
M54,M26,352.33
M54,M27,350.13
M54,M28,361.13
M54,M29,372.13
M54,M30,317.13
M54,M31,296.338
M54,M32,307.338
M54,M33,318.338
M54,M34,329.338
M54,M35,340.338
M54,M36,369.93
M54,M37,367.73
M54,M38,378.73
M54,M39,389.73
M54,M40,334.73
M54,M41,313.938
M54,M42,324.938
M54,M43,335.938
M54,M44,346.938
M54,M45,357.938
M54,M46,344.714
M54,M47,355.714
M54,M48,366.714
M54,M49,377.714
M54,M50,388.714
M54,M51,259.675
M54,M52,270.675
M54,M53,281.675
M54,M55,31.0
M54,M56,60.592
M54,M57,71.592
M54,M58,82.592
M54,M59,93.592
M54,M60,104.592
M54,M61,138.584
M54,M62,149.584
M54,M63,120.984
M54,M64,131.984
M54,M65,142.984
M54,M66,106.577
M54,M67,117.577
M54,M68,128.577
M54,M69,139.577
M54,M70,150.577
M54,M71,156.184
M54,M72,167.184
M54,M73,166.969
M54,M74,177.969
M54,M75,188.969
M54,M76,152.561
M54,M77,163.561
M54,M78,174.561
M54,M79,185.561
M54,M80,194.577
M54,M81,173.784
M54,M82,184.784
M54,M83,195.784
M54,M84,206.784
M54,M85,217.784
M54,M86,198.546
M54,M87,209.546
M54,M88,220.546
M54,M89,231.546
M54,M90,212.177
M54,M91,191.384
M54,M92,202.384
M54,M93,213.384
M54,M94,224.384
M54,M95,235.384
M54,M96,244.53
M54,M97,255.53
M54,M98,266.53
M54,M99,277.53
M54,M100,288.53
M55,M1,232.538
M55,M2,243.538
M55,M3,254.538
M55,M4,265.538
M55,M5,276.538
M55,M6,306.13
M55,M7,303.93
M55,M8,314.93
M55,M9,325.93
M55,M10,270.93
M55,M11,250.138
M55,M12,261.138
M55,M13,272.138
M55,M14,283.138
M55,M15,294.138
M55,M16,323.73
M55,M17,321.53
M55,M18,332.53
M55,M19,343.53
M55,M20,288.53
M55,M21,267.738
M55,M22,278.738
M55,M23,289.738
M55,M24,300.738
M55,M25,311.738
M55,M26,341.33
M55,M27,339.13
M55,M28,350.13
M55,M29,361.13
M55,M30,306.13
M55,M31,285.338
M55,M32,296.338
M55,M33,307.338
M55,M34,318.338
M55,M35,329.338
M55,M36,358.93
M55,M37,356.73
M55,M38,367.73
M55,M39,378.73
M55,M40,323.73
M55,M41,302.938
M55,M42,313.938
M55,M43,324.938
M55,M44,335.938
M55,M45,346.938
M55,M46,333.714
M55,M47,344.714
M55,M48,355.714
M55,M49,366.714
M55,M50,377.714
M55,M51,248.675
M55,M52,259.675
M55,M53,270.675
M55,M54,281.675
M55,M56,49.592
M55,M57,60.592
M55,M58,71.592
M55,M59,82.592
M55,M60,93.592
M55,M61,127.584
M55,M62,138.584
M55,M63,109.984
M55,M64,120.984
M55,M65,131.984
M55,M66,95.577
M55,M67,106.577
M55,M68,117.577
M55,M69,128.577
M55,M70,139.577
M55,M71,145.184
M55,M72,156.184
M55,M73,155.969
M55,M74,166.969
M55,M75,177.969
M55,M76,141.561
M55,M77,152.561
M55,M78,163.561
M55,M79,174.561
M55,M80,183.577
M55,M81,162.784
M55,M82,173.784
M55,M83,184.784
M55,M84,195.784
M55,M85,206.784
M55,M86,187.546
M55,M87,198.546
M55,M88,209.546
M55,M89,220.546
M55,M90,201.177
M55,M91,180.384
M55,M92,191.384
M55,M93,202.384
M55,M94,213.384
M55,M95,224.384
M55,M96,233.53
M55,M97,244.53
M55,M98,255.53
M55,M99,266.53
M55,M100,277.53
M56,M1,202.945
M56,M2,213.945
M56,M3,224.945
M56,M4,235.945
M56,M5,246.945
M56,M6,276.538
M56,M7,274.338
M56,M8,285.338
M56,M9,296.338
M56,M10,241.338
M56,M11,220.545
M56,M12,231.545
M56,M13,242.545
M56,M14,253.545
M56,M15,264.545
M56,M16,294.138
M56,M17,291.938
M56,M18,302.938
M56,M19,313.938
M56,M20,258.938
M56,M21,238.145
M56,M22,249.145
M56,M23,260.145
M56,M24,271.145
M56,M25,282.145
M56,M26,311.738
M56,M27,309.538
M56,M28,320.538
M56,M29,331.538
M56,M30,276.538
M56,M31,255.745
M56,M32,266.745
M56,M33,277.745
M56,M34,288.745
M56,M35,299.745
M56,M36,329.338
M56,M37,327.138
M56,M38,338.138
M56,M39,349.138
M56,M40,294.138
M56,M41,273.345
M56,M42,284.345
M56,M43,295.345
M56,M44,306.345
M56,M45,317.345
M56,M46,346.938
M56,M47,357.938
M56,M48,368.938
M56,M49,379.938
M56,M50,390.938
M56,M51,285.083
M56,M52,296.083
M56,M53,307.083
M56,M54,318.083
M56,M55,329.083
M56,M57,31.0
M56,M58,42.0
M56,M59,53.0
M56,M60,64.0
M56,M61,97.992
M56,M62,108.992
M56,M63,80.392
M56,M64,91.392
M56,M65,102.392
M56,M66,131.984
M56,M67,142.984
M56,M68,153.984
M56,M69,164.984
M56,M70,136.384
M56,M71,115.592
M56,M72,126.592
M56,M73,137.592
M56,M74,148.592
M56,M75,159.592
M56,M76,177.969
M56,M77,186.984
M56,M78,197.984
M56,M79,208.984
M56,M80,153.984
M56,M81,133.192
M56,M82,144.192
M56,M83,155.192
M56,M84,166.192
M56,M85,177.192
M56,M86,206.784
M56,M87,204.584
M56,M88,215.584
M56,M89,226.584
M56,M90,171.584
M56,M91,150.792
M56,M92,161.792
M56,M93,172.792
M56,M94,183.792
M56,M95,194.792
M56,M96,224.384
M56,M97,235.384
M56,M98,246.384
M56,M99,257.384
M56,M100,268.384
M57,M1,191.945
M57,M2,202.945
M57,M3,213.945
M57,M4,224.945
M57,M5,235.945
M57,M6,265.538
M57,M7,263.338
M57,M8,274.338
M57,M9,285.338
M57,M10,230.338
M57,M11,209.545
M57,M12,220.545
M57,M13,231.545
M57,M14,242.545
M57,M15,253.545
M57,M16,283.138
M57,M17,280.938
M57,M18,291.938
M57,M19,302.938
M57,M20,247.938
M57,M21,227.145
M57,M22,238.145
M57,M23,249.145
M57,M24,260.145
M57,M25,271.145
M57,M26,300.738
M57,M27,298.538
M57,M28,309.538
M57,M29,320.538
M57,M30,265.538
M57,M31,244.745
M57,M32,255.745
M57,M33,266.745
M57,M34,277.745
M57,M35,288.745
M57,M36,318.338
M57,M37,316.138
M57,M38,327.138
M57,M39,338.138
M57,M40,283.138
M57,M41,262.345
M57,M42,273.345
