op_uid,lot_id,step_no,machine_type,machine,machine_group,bay,prev_bay,prev_machine,planned_travel_sec,ready_at_machine_sec,start_sec,end_sec,planned_proc_sec,machine_wait_sec,release_time
31710,L00896,30,ETCH,M58,ETCH_C,Bay6,Bay6,M51,115.592,103581.842,103581.842,104115.842,534.0,0.0,75877.866
31657,L00925,25,METRO,M30,METRO_A,Bay3,Bay1,M1,227.577,103495.71500000001,103583.794,103795.294,211.5,88.07899999998335,80421.84100000001
31690,L00833,38,ETCH,M4,ETCH_A,Bay1,Bay8,M78,178.745,103586.656,103586.656,103699.156,112.5,0.0,68616.717
31701,L00917,26,CVD,M11,CVD_A,Bay2,Bay10,M96,150.145,103586.76000000001,103586.76000000001,103861.26000000001,274.5,0.0,79056.402
31682,L00846,36,ETCH,M93,ETCH_D,Bay10,Bay6,M53,224.384,103587.134,103587.134,103776.884,189.75,0.0,70302.331
31675,L00860,34,IMP,M88,IMP_E,Bay9,Bay4,M40,241.338,103589.08600000001,103589.08600000001,103725.58600000001,136.5,0.0,71509.899
31673,L00963,21,IMP,M70,IMP_C,Bay7,Bay4,M33,244.53,103589.15500000003,103589.15500000003,104057.90500000003,468.75,0.0,84650.23000000001
31698,L00884,31,CVD,M12,CVD_A,Bay2,Bay1,M3,160.584,103589.372,103589.372,104070.122,480.75,0.0,74316.133
31666,L00841,36,ETCH,M3,ETCH_A,Bay1,Bay6,M52,287.538,103590.288,103590.288,103780.038,189.75,0.0,69592.467
31521,L00946,23,PHOTO,M74,PHOTO_D,Bay8,Bay4,M36,218.345,103043.008,103599.0,104275.5,676.5,555.9919999999984,82852.112
31494,L00944,23,PHOTO,M54,PHOTO_C,Bay6,Bay4,M38,161.145,102896.47700000001,103599.75,104276.25,676.5,703.2729999999865,82569.80500000001
31688,L00931,24,ETCH,M92,ETCH_D,Bay10,Bay6,M54,202.384,103608.634,103608.634,103779.634,171.0,0.0,81035.90500000001
31670,L00839,37,METRO,M28,METRO_A,Bay3,Bay5,M46,286.291,103614.368,103614.368,103778.618,164.25,0.0,69372.727
31667,L00863,33,METRO,M96,METRO_D,Bay10,Bay10,M100,184.691,103489.82100000001,103618.115,103810.115,192.0,128.2939999999944,71899.554
31683,L00861,34,IMP,M69,IMP_C,Bay7,Bay4,M39,228.138,103608.62200000002,103618.17800000001,103754.67800000001,136.5,9.555999999996857,71516.886
31724,L00872,32,IMP,M27,IMP_B,Bay3,Bay4,M32,62.792,103582.014,103623.264,103797.264,174.0,41.25,72883.63799999999
31699,L00965,21,IMP,M79,IMP_D,Bay8,Bay7,M64,139.577,103571.941,103624.34800000001,104093.09800000001,468.75,52.40700000000652,84773.03699999998
31684,L00862,34,IMP,M25,IMP_B,Bay3,Bay10,M95,241.338,103625.67800000001,103625.67800000001,103762.17800000001,136.5,0.0,71603.02799999999
31714,L00916,27,IMP,M26,IMP_B,Bay3,Bay4,M34,101.538,103590.533,103626.90100000001,103768.65100000001,141.75,36.368000000016764,78878.56100000002
31700,L00953,22,CMP,M8,CMP_A,Bay1,Bay3,M25,198.122,103630.833,103630.833,103810.833,180.0,0.0,83607.05500000001
31711,L00848,36,ETCH,M91,ETCH_D,Bay10,Bay8,M72,164.984,103632.734,103632.734,103822.484,189.75,0.0,70352.71500000001
31718,L00827,39,IMP,M20,IMP_A,Bay2,Bay1,M6,136.384,103634.61300000001,103634.61300000001,103843.11300000001,208.5,0.0,67961.371
31720,L00969,21,IMP,M86,IMP_E,Bay9,Bay9,M82,82.592,103584.04,103639.906,104108.656,468.75,55.86600000000908,85115.115
31730,L00873,32,IMP,M87,IMP_E,Bay9,Bay9,M81,104.592,103641.395,103641.395,103815.395,174.0,0.0,72803.424
31499,L00900,29,PHOTO,M24,PHOTO_A,Bay3,Bay1,M8,126.592,102875.501,103647.0,103840.5,193.5,771.4989999999962,76430.047
31727,L00876,32,IMP,M19,IMP_A,Bay2,Bay2,M11,126.592,103651.946,103653.96500000001,103827.96500000001,174.0,2.0190000000147847,73379.159
31461,L00940,23,PHOTO,M23,PHOTO_A,Bay3,Bay9,M84,234.738,102860.98800000001,103655.25,104331.75,676.5,794.2619999999879,82331.287
31537,L00905,29,PHOTO,M51,PHOTO_C,Bay6,Bay1,M7,191.945,103060.97700000001,103659.75,103853.25,193.5,598.7729999999865,77110.032
31706,L00936,24,ETCH,M6,ETCH_A,Bay1,Bay3,M23,198.122,103659.872,103659.872,103830.872,171.0,0.0,81623.208
31694,L00962,21,IMP,M80,IMP_D,Bay8,Bay4,M35,253.33,103670.527,103670.527,104139.277,468.75,0.0,84676.633
31530,L00943,23,PHOTO,M42,PHOTO_B,Bay5,Bay1,M10,117.792,102968.201,103675.5,104352.0,676.5,707.2989999999991,82652.899
31708,L00970,20,CVD,M31,CVD_B,Bay4,Bay10,M94,212.738,103677.297,103677.297,103842.297,165.0,0.0,85189.966
31573,L00947,23,PHOTO,M72,PHOTO_D,Bay8,Bay4,M36,196.345,103201.008,103682.25,104358.75,676.5,481.24199999999837,82919.383
31691,L00826,40,METRO,M29,METRO_A,Bay3,Bay2,M17,153.984,103564.098,103684.131,103993.881,309.75,120.03299999999581,67942.462
31721,L00885,31,CVD,M65,CVD_C,Bay7,Bay5,M47,183.145,103684.75600000001,103684.75600000001,104165.50600000001,480.75,0.0,74364.30600000001
31558,L00851,35,PHOTO,M22,PHOTO_A,Bay3,Bay8,M80,169.945,103125.09200000002,103686.75,103901.25,214.5,561.6579999999813,70645.72599999998
31738,L00926,26,CVD,M61,CVD_C,Bay7,Bay4,M40,123.745,103689.378,103689.378,103963.878,274.5,0.0,80369.599
31742,L00913,28,CMP,M36,CMP_B,Bay4,Bay3,M25,99.977,103674.438,103694.38200000001,104127.88200000001,433.5,19.944000000017695,78548.68199999999
31695,L00867,33,METRO,M76,METRO_C,Bay8,Bay3,M26,276.538,103694.93900000001,103694.93900000001,103886.93900000001,192.0,0.0,72244.626
31716,L00830,38,ETCH,M4,ETCH_A,Bay1,Bay8,M76,200.745,103694.76800000001,103699.156,103811.656,112.5,4.3879999999917345,68242.311
31723,L00887,31,CVD,M81,CVD_D,Bay9,Bay5,M48,163.345,103676.956,103701.803,104182.553,480.75,24.846999999994296,74812.565
31693,L00978,19,METRO,M94,METRO_D,Bay10,Bay2,M16,288.745,103702.113,103702.113,103883.613,181.5,0.0,86149.822
31677,L00820,40,METRO,M39,METRO_B,Bay4,Bay9,M87,285.338,103635.38600000001,103708.98400000001,104018.73400000001,309.75,73.59799999999814,67181.099
31531,L00845,35,PHOTO,M43,PHOTO_B,Bay5,Bay9,M88,220.545,103071.188,103710.75,103925.25,214.5,639.5620000000054,70260.539
31756,L00961,22,CMP,M84,CMP_D,Bay9,Bay8,M79,97.992,103722.34000000001,103722.34000000001,103902.34000000001,180.0,0.0,84281.78699999998
31704,L00871,33,METRO,M75,METRO_C,Bay8,Bay3,M27,235.945,103685.209,103727.86300000003,103919.86300000003,192.0,42.6540000000241,72692.54500000001
31576,L00904,29,PHOTO,M73,PHOTO_D,Bay8,Bay4,M37,196.345,103207.865,103728.0,103921.5,193.5,520.1349999999948,76950.206
31709,L00824,40,METRO,M95,METRO_D,Bay10,Bay9,M86,102.392,103568.29800000001,103731.02200000001,104040.77200000001,309.75,162.72400000000198,67780.104
31737,L00915,28,CMP,M38,CMP_B,Bay4,Bay2,M18,175.984,103736.95099999999,103736.95099999999,104170.45099999999,433.5,0.0,78837.54699999999
31740,L00832,38,ETCH,M2,ETCH_A,Bay1,Bay8,M77,167.745,103739.244,103739.244,103851.744,112.5,0.0,68509.854
31761,L00912,28,CMP,M85,CMP_D,Bay9,Bay8,M80,97.992,103747.798,103747.798,104181.298,433.5,0.0,78523.12000000001
31754,L00966,22,CMP,M68,CMP_C,Bay7,Bay7,M69,129.784,103747.96200000001,103747.96200000001,103927.96200000001,180.0,0.0,84749.849
31728,L00823,40,METRO,M77,METRO_C,Bay8,Bay7,M70,125.384,103652.7,103753.30200000001,104063.05200000001,309.75,100.6020000000135,67709.558
31731,L00886,31,CVD,M13,CVD_A,Bay2,Bay10,M93,210.538,103748.272,103753.637,104234.387,480.75,5.365000000005239,74502.815
31732,L00829,38,ETCH,M59,ETCH_C,Bay6,Bay4,M39,210.538,103755.27200000001,103755.27200000001,103867.77200000001,112.5,0.0,68271.121
31750,L00898,30,ETCH,M57,ETCH_C,Bay6,Bay6,M54,71.592,103671.342,103761.092,104295.092,534.0,89.75,75968.315
31745,L00878,32,IMP,M25,IMP_B,Bay3,Bay2,M12,103.384,103682.406,103762.17800000001,103936.17800000001,174.0,79.77200000001176,73642.932
31697,L00977,19,METRO,M97,METRO_D,Bay10,Bay2,M14,309.33,103731.347,103762.637,103944.137,181.5,31.29000000000815,86159.23000000001
31722,L00902,30,ETCH,M5,ETCH_A,Bay1,Bay8,M73,250.138,103763.638,103763.638,104297.638,534.0,0.0,76573.667
31574,L00945,23,PHOTO,M21,PHOTO_A,Bay3,Bay7,M67,209.545,103216.98700000001,103764.0,104440.5,676.5,547.0129999999917,82854.859
31752,L00859,34,IMP,M26,IMP_B,Bay3,Bay3,M28,150.93,103754.029,103768.65100000001,103905.15100000001,136.5,14.622000000017579,71389.22999999998
31772,L00880,31,CVD,M63,CVD_C,Bay7,Bay6,M59,86.992,103770.522,103770.522,104251.272,480.75,0.0,73866.29500000001
31744,L00837,38,ETCH,M93,ETCH_D,Bay10,Bay8,M78,115.592,103693.918,103776.884,103889.384,112.5,82.96600000000035,69118.467
31719,L00836,37,METRO,M28,METRO_A,Bay3,Bay1,M1,211.961,103713.349,103778.618,103942.868,164.25,65.26900000000023,69086.962
31734,L00874,32,IMP,M100,IMP_F,Bay10,Bay7,M65,231.546,103779.13200000001,103779.13200000001,103953.13200000001,174.0,0.0,73002.29500000001
31735,L00835,38,ETCH,M3,ETCH_A,Bay1,Bay10,M95,184.138,103733.66000000002,103780.038,103892.538,112.5,46.37799999998242,69090.24399999999
31764,L00901,30,ETCH,M55,ETCH_C,Bay6,Bay6,M51,64.0,103723.75,103783.188,104317.188,534.0,59.437999999994645,76369.276
31767,L00975,20,CVD,M82,CVD_D,Bay9,Bay8,M76,108.992,103784.51500000001,103784.51500000001,103949.51500000001,165.0,0.0,85864.23000000001
31736,L00928,25,METRO,M78,METRO_C,Bay8,Bay6,M58,175.984,103735.326,103789.826,104001.326,211.5,54.5,80729.47100000002
31766,L00852,36,ETCH,M49,ETCH_B,Bay5,Bay5,M42,115.592,103791.092,103791.092,103980.842,189.75,0.0,70662.46500000001
31781,L00932,24,ETCH,M47,ETCH_B,Bay5,Bay5,M43,82.592,103793.342,103793.342,103964.342,171.0,0.0,81404.19100000002
31713,L00822,40,METRO,M30,METRO_A,Bay3,Bay2,M19,103.384,103583.34900000002,103795.294,104105.044,309.75,211.94499999997788,67583.08299999998
31729,L00976,20,CVD,M32,CVD_B,Bay4,Bay8,M75,261.138,103797.00100000003,103797.00100000003,103962.00100000003,165.0,0.0,86084.128
31765,L00919,27,IMP,M27,IMP_B,Bay3,Bay4,M31,73.792,103741.51800000001,103797.264,103939.014,141.75,55.74599999998463,79628.456
31746,L00858,34,IMP,M90,IMP_E,Bay9,Bay3,M30,214.938,103798.73199999999,103798.73199999999,103935.23199999999,136.5,0.0,71375.613
31741,L00918,28,CMP,M9,CMP_A,Bay1,Bay9,M87,232.538,103804.328,103804.328,104237.828,433.5,0.0,79558.152
31769,L00875,32,IMP,M69,IMP_C,Bay7,Bay7,M61,126.592,103807.176,103807.176,103981.176,174.0,0.0,73102.287
31725,L00870,33,METRO,M96,METRO_D,Bay10,Bay9,M90,127.584,103649.795,103810.115,104002.115,192.0,160.32000000000698,72554.376
31753,L00972,20,CVD,M15,CVD_A,Bay2,Bay10,M96,194.145,103812.26000000001,103812.26000000001,103977.26000000001,165.0,0.0,85564.20600000002
31749,L00847,36,ETCH,M4,ETCH_A,Bay1,Bay8,M74,228.138,103827.138,103827.138,104016.888,189.75,0.0,70292.307
31748,L00959,22,CMP,M66,CMP_C,Bay7,Bay2,M20,232.538,103828.98999999999,103828.98999999999,104008.98999999999,180.0,0.0,84125.531
31733,L00838,37,METRO,M98,METRO_D,Bay10,Bay10,M92,104.592,103650.64,103833.649,103997.899,164.25,183.00900000000547,69206.17199999999
31760,L00934,24,ETCH,M6,ETCH_A,Bay1,Bay3,M24,187.122,103834.122,103834.122,104005.122,171.0,0.0,81501.301
31609,L00844,35,PHOTO,M24,PHOTO_A,Bay3,Bay7,M69,220.545,103326.52699999999,103840.5,104055.0,214.5,513.9730000000127,69923.974
31774,L00935,24,ETCH,M45,ETCH_B,Bay5,Bay3,M22,153.769,103840.519,103840.519,104011.519,171.0,0.0,81550.97200000001
31758,L00968,21,IMP,M20,IMP_A,Bay2,Bay2,M15,93.592,103720.714,103843.11300000001,104311.86300000001,468.75,122.39900000000489,85059.599
31785,L00868,34,IMP,M88,IMP_E,Bay9,Bay8,M75,117.577,103845.44000000003,103845.44000000003,103981.94000000003,136.5,0.0,72382.79500000001
31763,L00899,30,ETCH,M48,ETCH_B,Bay5,Bay3,M23,194.361,103849.611,103849.611,104383.611,534.0,0.0,76275.447
31800,L00916,28,CMP,M37,CMP_B,Bay4,Bay3,M26,81.384,103850.03500000002,103850.03500000002,104283.53500000002,433.5,0.0,78878.56100000002
31610,L00849,35,PHOTO,M51,PHOTO_C,Bay6,Bay10,M99,222.099,103347.266,103853.25,104067.75,214.5,505.98399999999674,70513.782
31791,L00879,32,IMP,M19,IMP_A,Bay2,Bay2,M13,104.592,103858.229,103858.229,104032.229,174.0,0.0,73767.065
31768,L00922,26,CVD,M11,CVD_A,Bay2,Bay10,M94,177.538,103853.59700000001,103861.26000000001,104135.76000000001,274.5,7.663000000000466,79943.114
31603,L00856,35,PHOTO,M71,PHOTO_D,Bay8,Bay9,M90,263.899,103360.26500000003,103866.75,104081.25,214.5,506.4849999999715,71188.501
31811,L00925,26,CVD,M33,CVD_B,Bay4,Bay3,M30,75.992,103871.286,103871.286,104145.786,274.5,0.0,80421.84100000001
31806,L00924,27,IMP,M87,IMP_E,Bay9,Bay9,M82,93.592,103873.33300000001,103873.33300000001,104015.08300000001,141.75,0.0,80119.706
31778,L00971,21,IMP,M99,IMP_F,Bay10,Bay9,M81,172.577,103874.38,103874.38,104343.13,468.75,0.0,85554.48000000001
31747,L00929,25,METRO,M40,METRO_B,Bay4,Bay10,M91,218.13,103807.364,103875.383,104086.883,211.5,68.01900000000023,80804.43100000001
31777,L00833,39,IMP,M17,IMP_A,Bay2,Bay1,M4,117.577,103816.73300000001,103878.864,104087.364,208.5,62.130999999993946,68616.717
31771,L00895,31,CVD,M35,CVD_B,Bay4,Bay1,M2,199.753,103882.641,103882.641,104363.391,480.75,0.0,75694.883
31755,L00869,33,METRO,M94,METRO_D,Bay10,Bay3,M27,260.145,103883.409,103883.613,104075.613,192.0,0.20399999999790452,72445.944
31770,L00850,36,ETCH,M93,ETCH_D,Bay10,Bay8,M72,186.984,103869.234,103889.384,104079.134,189.75,20.15000000000873,70639.863
31780,L00834,38,ETCH,M50,ETCH_B,Bay5,Bay4,M39,182.584,103891.56800000001,103891.56800000001,104004.06800000001,112.5,0.0,68909.633
31647,L00952,23,PHOTO,M44,PHOTO_B,Bay5,Bay1,M8,161.792,103409.47800000002,103893.75,104570.25,676.5,484.27199999998265,83436.649
31795,L00892,31,CVD,M62,CVD_C,Bay7,Bay6,M57,97.992,103859.084,103895.738,104376.488,480.75,36.653999999994994,75410.602
31629,L00951,23,PHOTO,M22,PHOTO_A,Bay3,Bay4,M37,292.605,103485.687,103901.25,104577.75,676.5,415.56299999999464,83432.862
31794,L00891,31,CVD,M64,CVD_C,Bay7,Bay5,M49,150.145,103910.75600000001,103910.75600000001,104391.50600000001,480.75,0.0,75237.35500000003
31810,L00920,27,IMP,M26,IMP_B,Bay3,Bay4,M32,123.538,103917.26,103917.26,104059.01,141.75,0.0,79621.19800000002
31762,L00865,33,METRO,M75,METRO_C,Bay8,Bay2,M19,231.545,103885.51000000001,103919.86300000003,104111.86300000003,192.0,34.353000000017346,72073.04500000001
31759,L00866,33,METRO,M76,METRO_C,Bay8,Bay9,M86,281.491,103921.397,103921.397,104113.397,192.0,0.0,72117.44900000001
31658,L00906,29,PHOTO,M73,PHOTO_D,Bay8,Bay7,M66,80.392,103349.61600000001,103921.5,104115.0,193.5,571.8839999999909,77293.19499999999
31622,L00903,29,PHOTO,M43,PHOTO_B,Bay5,Bay4,M38,58.392,103227.22400000002,103925.25,104118.75,193.5,698.0259999999835,76955.40800000001
31786,L00843,36,ETCH,M1,ETCH_A,Bay1,Bay8,M73,206.138,103934.138,103934.138,104123.888,189.75,0.0,69948.354
31782,L00921,27,IMP,M25,IMP_B,Bay3,Bay4,M35,192.514,103906.13699999999,103936.17800000001,104077.92800000001,141.75,30.041000000026543,79709.34900000002
31826,L00970,21,IMP,M27,IMP_B,Bay3,Bay4,M31,73.792,103916.089,103939.014,104407.764,468.75,22.92499999998836,85189.966
31757,L00828,40,METRO,M97,METRO_D,Bay10,Bay3,M26,322.738,103949.63900000001,103949.63900000001,104259.38900000001,309.75,0.0,68221.33299999998
31812,L00964,22,CMP,M10,CMP_A,Bay1,Bay9,M89,155.538,103952.00300000001,103952.00300000001,104132.00300000001,180.0,0.0,84711.35200000001
31815,L00863,34,IMP,M100,IMP_F,Bay10,Bay10,M96,64.0,103874.115,103953.13200000001,104089.63200000001,136.5,79.0170000000071,71899.554
31808,L00888,31,CVD,M82,CVD_D,Bay9,Bay6,M55,173.784,103956.972,103956.972,104437.722,480.75,0.0,75100.852
31787,L00979,20,CVD,M32,CVD_B,Bay4,Bay10,M95,225.938,103956.96,103962.00100000003,104127.00100000003,165.0,5.041000000026543,86327.39199999999
31789,L00930,25,METRO,M28,METRO_A,Bay3,Bay1,M1,211.961,103962.599,103962.599,104174.099,211.5,0.0,81078.901
31804,L00839,38,ETCH,M60,ETCH_C,Bay6,Bay3,M28,184.138,103962.75600000001,103962.75600000001,104075.25600000001,112.5,0.0,69372.727
31802,L00889,31,CVD,M61,CVD_C,Bay7,Bay5,M45,179.738,103955.222,103963.878,104444.628,480.75,8.656000000002678,75167.18899999998
31773,L00864,34,IMP,M89,IMP_E,Bay9,Bay3,M29,280.938,103965.06899999999,103965.06899999999,104101.56899999999,136.5,0.0,71921.35199999998
31797,L00974,20,CVD,M16,CVD_A,Bay2,Bay10,M97,212.738,103975.375,103975.375,104140.375,165.0,0.0,85774.378
31655,L00854,35,PHOTO,M52,PHOTO_C,Bay6,Bay10,M99,233.099,103494.766,103979.25,104193.75,214.5,484.48399999999674,70969.554
31829,L00905,30,ETCH,M59,ETCH_C,Bay6,Bay6,M51,126.592,103979.842,103979.842,104513.842,534.0,0.0,77110.032
31841,L00939,24,ETCH,M49,ETCH_B,Bay5,Bay5,M44,93.592,103987.342,103987.342,104158.342,171.0,0.0,82119.04000000001
31833,L00938,24,ETCH,M92,ETCH_D,Bay10,Bay8,M71,120.984,103987.734,103987.734,104158.734,171.0,0.0,82033.399
31809,L00927,26,CVD,M31,CVD_B,Bay4,Bay8,M78,198.545,103988.371,103988.371,104262.871,274.5,0.0,80590.599
31779,L00933,25,METRO,M29,METRO_A,Bay3,Bay5,M48,275.291,103981.633,103993.881,104205.381,211.5,12.247999999992317,81516.19000000002
31790,L00973,20,CVD,M34,CVD_B,Bay4,Bay8,M77,242.545,103995.84700000001,103995.84700000001,104160.84700000001,165.0,0.0,85789.39300000001
31775,L00831,40,METRO,M98,METRO_D,Bay10,Bay10,M100,206.691,103898.081,103997.899,104307.649,309.75,99.8179999999993,68418.383
31798,L00937,24,ETCH,M56,ETCH_C,Bay6,Bay3,M21,235.73,103999.73,103999.73,104170.73,171.0,0.0,81855.651
31834,L00829,39,IMP,M90,IMP_E,Bay9,Bay6,M59,138.584,104006.35600000001,104006.35600000001,104214.85600000001,208.5,0.0,68271.121
31788,L00842,37,METRO,M96,METRO_D,Bay10,Bay5,M47,265.538,104009.88,104009.88,104174.13,164.25,0.0,69638.604
31843,L00883,32,IMP,M69,IMP_C,Bay7,Bay7,M62,115.592,104011.33,104011.33,104185.33,174.0,0.0,74197.182
31839,L00837,39,IMP,M87,IMP_E,Bay9,Bay10,M93,51.792,103941.176,104015.08300000001,104223.58300000001,208.5,73.90700000000652,69118.467
31793,L00840,37,METRO,M39,METRO_B,Bay4,Bay1,M5,229.346,103989.23400000001,104018.73400000001,104182.98400000001,164.25,29.5,69432.63
31825,L00900,30,ETCH,M6,ETCH_A,Bay1,Bay3,M24,187.122,104027.622,104027.622,104561.622,534.0,0.0,76430.047
31817,L00830,39,IMP,M18,IMP_A,Bay2,Bay1,M4,128.577,103940.23300000001,104029.71699999999,104238.21699999999,208.5,89.48399999998219,68242.311
31703,L00954,23,PHOTO,M53,PHOTO_C,Bay6,Bay9,M85,259.891,103704.48100000001,104039.25,104715.75,676.5,334.7689999999857,83677.315
31805,L00931,25,METRO,M95,METRO_D,Bay10,Bay10,M92,53.0,103832.634,104040.77200000001,104252.27200000001,211.5,208.1380000000063,81035.90500000001
31849,L00845,36,ETCH,M50,ETCH_B,Bay5,Bay5,M43,115.592,104040.842,104040.842,104230.592,189.75,0.0,70260.539
31838,L00867,34,IMP,M88,IMP_E,Bay9,Bay8,M76,153.984,104040.92300000001,104040.92300000001,104177.42300000001,136.5,0.0,72244.626
31840,L00835,39,IMP,M19,IMP_A,Bay2,Bay1,M3,150.577,104043.115,104043.115,104251.615,208.5,0.0,69090.24399999999
31686,L00955,23,PHOTO,M24,PHOTO_A,Bay3,Bay4,M37,314.605,103699.724,104055.0,104731.5,676.5,355.275999999998,83865.109
31844,L00851,36,ETCH,M45,ETCH_B,Bay5,Bay3,M22,153.769,104055.019,104055.019,104244.769,189.75,0.0,70645.72599999998
31842,L00882,32,IMP,M26,IMP_B,Bay3,Bay2,M16,70.384,103964.50200000001,104059.01,104233.01,174.0,94.50799999998708,73896.43400000001
31799,L00825,40,METRO,M77,METRO_C,Bay8,Bay10,M99,241.891,104007.49700000002,104063.05200000001,104372.80200000001,309.75,55.554999999993015,67795.909
31687,L00853,35,PHOTO,M51,PHOTO_C,Bay6,Bay10,M99,222.099,103626.229,104067.75,104282.25,214.5,441.52099999999336,70877.171
31814,L00890,31,CVD,M12,CVD_A,Bay2,Bay6,M60,187.545,103994.875,104070.122,104550.872,480.75,75.24700000000303,75048.702
31813,L00872,33,METRO,M94,METRO_D,Bay10,Bay3,M27,260.145,104057.409,104075.613,104267.613,192.0,18.203999999997905,72883.63799999999
31828,L00832,39,IMP,M25,IMP_B,Bay3,Bay1,M2,149.369,104001.11300000001,104077.92800000001,104286.42800000001,208.5,76.81500000000233,68509.854
31678,L00949,23,PHOTO,M71,PHOTO_D,Bay8,Bay4,M36,185.345,103538.38000000002,104081.25,104757.75,676.5,542.8699999999808,83161.862
31803,L00846,37,METRO,M40,METRO_B,Bay4,Bay10,M93,262.13,104039.01400000001,104086.883,104251.133,164.25,47.8689999999915,70302.331
31831,L00917,27,IMP,M17,IMP_A,Bay2,Bay2,M11,104.592,103965.85200000001,104087.364,104229.114,141.75,121.51199999998789,79056.402
31858,L00975,21,IMP,M79,IMP_D,Bay8,Bay9,M82,84.792,104034.30700000002,104093.09800000001,104561.84800000001,468.75,58.79099999999744,85864.23000000001
31702,L00855,35,PHOTO,M41,PHOTO_B,Bay5,Bay10,M100,158.945,103600.57500000001,104096.25,104310.75,214.5,495.67499999998836,71003.739
31848,L00904,30,ETCH,M93,ETCH_D,Bay10,Bay8,M73,175.984,104097.484,104097.484,104631.484,534.0,0.0,76950.206
31830,L00923,27,IMP,M70,IMP_C,Bay7,Bay4,M33,244.53,104098.15299999999,104098.15299999999,104239.90299999999,141.75,0.0,80059.849
31823,L00894,31,CVD,M15,CVD_A,Bay2,Bay6,M56,264.545,104098.267,104098.267,104579.017,480.75,0.0,75655.947
31847,L00871,34,IMP,M89,IMP_E,Bay9,Bay8,M75,128.577,104048.44000000003,104101.56899999999,104238.06899999999,136.5,53.12899999995716,72692.54500000001
31807,L00841,37,METRO,M30,METRO_A,Bay3,Bay1,M3,205.577,103985.615,104105.044,104269.294,164.25,119.42899999998917,69592.467
31818,L00873,33,METRO,M78,METRO_C,Bay8,Bay9,M87,292.491,104107.886,104107.886,104299.886,192.0,0.0,72803.424
31821,L00876,33,METRO,M75,METRO_C,Bay8,Bay2,M19,231.545,104059.51000000001,104111.86300000003,104303.86300000003,192.0,52.353000000017346,73379.159
31820,L00848,37,METRO,M76,METRO_C,Bay8,Bay10,M91,258.283,104080.76699999999,104113.397,104277.647,164.25,32.63000000000466,70352.71500000001
31726,L00950,23,PHOTO,M73,PHOTO_D,Bay8,Bay1,M9,227.145,103751.57800000001,104115.0,104791.5,676.5,363.4219999999914,83395.60600000001
31856,L00977,20,CVD,M14,CVD_A,Bay2,Bay10,M97,172.145,104116.282,104116.282,104281.282,165.0,0.0,86159.23000000001
31717,L00907,29,PHOTO,M43,PHOTO_B,Bay5,Bay7,M67,266.745,103761.085,104118.75,104312.25,193.5,357.6649999999936,77453.53600000001
31855,L00836,38,ETCH,M60,ETCH_C,Bay6,Bay3,M28,184.138,104127.00600000001,104127.00600000001,104239.50600000001,112.5,0.0,69086.962
31883,L00920,28,CMP,M36,CMP_B,Bay4,Bay3,M26,70.384,104129.394,104129.394,104562.894,433.5,0.0,79621.19800000002
31869,L00838,38,ETCH,M3,ETCH_A,Bay1,Bay10,M98,132.545,104130.444,104130.444,104242.944,112.5,0.0,69206.17199999999
31880,L00942,24,ETCH,M58,ETCH_C,Bay6,Bay6,M53,93.592,104132.842,104132.842,104303.842,171.0,0.0,82428.79000000001
31837,L00978,20,CVD,M16,CVD_A,Bay2,Bay10,M94,251.13,104134.743,104140.375,104305.375,165.0,5.631999999997788,86149.822
31835,L00960,22,CMP,M66,CMP_C,Bay7,Bay2,M17,265.538,104144.402,104144.402,104324.402,180.0,0.0,84207.399
31870,L00928,26,CVD,M11,CVD_A,Bay2,Bay8,M78,163.345,104164.671,104164.671,104439.171,274.5,0.0,80729.47100000002
31865,L00941,24,ETCH,M56,ETCH_C,Bay6,Bay6,M52,82.592,104061.842,104170.73,104341.73,171.0,108.88799999999173,82343.149
31836,L00897,31,CVD,M34,CVD_B,Bay4,Bay5,M50,291.683,104172.54400000001,104172.54400000001,104653.29400000001,480.75,0.0,75965.697
31853,L00878,33,METRO,M28,METRO_A,Bay3,Bay3,M25,71.592,104007.77000000002,104174.099,104366.099,192.0,166.32899999998335,73642.932
31859,L00874,33,METRO,M96,METRO_D,Bay10,Bay10,M100,184.691,104137.82300000002,104174.13,104366.13,192.0,36.30699999998615,73002.29500000001
31882,L00963,22,CMP,M68,CMP_C,Bay7,Bay7,M70,118.784,104176.68900000003,104176.68900000003,104356.68900000003,180.0,0.0,84650.23000000001
31887,L00869,34,IMP,M88,IMP_E,Bay9,Bay10,M94,51.792,104127.405,104177.42300000001,104313.92300000001,136.5,50.01800000001094,72445.944
31894,L00965,22,CMP,M83,CMP_D,Bay9,Bay8,M79,86.992,104180.09000000001,104180.09000000001,104360.09000000001,180.0,0.0,84773.03699999998
31832,L00893,31,CVD,M32,CVD_B,Bay4,Bay5,M46,318.899,104181.99100000001,104181.99100000001,104662.74100000001,480.75,0.0,75501.63400000002
31822,L00936,25,METRO,M39,METRO_B,Bay4,Bay1,M6,226.584,104057.456,104182.98400000001,104394.48400000001,211.5,125.5280000000057,81623.208
31854,L00919,28,CMP,M67,CMP_C,Bay7,Bay3,M27,245.738,104184.752,104184.752,104618.252,433.5,0.0,79628.456
31902,L00903,30,ETCH,M46,ETCH_B,Bay5,Bay5,M43,71.592,104190.342,104190.342,104724.342,534.0,0.0,76955.40800000001
