op_uid,lot_id,step_no,machine_type,machine,machine_group,bay,prev_bay,prev_machine,planned_travel_sec,ready_at_machine_sec,start_sec,end_sec,planned_proc_sec,machine_wait_sec,release_time
175,L00175,15,PHOTO,M52,PHOTO_C,Bay6,ENTRY,ENTRY,0.0,0.0,390.75,781.5,390.75,390.75,0.0
185,L00185,25,METRO,M94,METRO_D,Bay10,ENTRY,ENTRY,0.0,0.0,393.0,604.5,211.5,393.0,0.0
213,L00213,13,CMP,M7,CMP_A,Bay1,ENTRY,ENTRY,0.0,0.0,394.5,597.0,202.5,394.5,0.0
234,L00234,34,IMP,M27,IMP_B,Bay3,ENTRY,ENTRY,0.0,0.0,396.0,532.5,136.5,396.0,0.0
239,L00239,39,IMP,M89,IMP_E,Bay9,ENTRY,ENTRY,0.0,0.0,396.0,604.5,208.5,396.0,0.0
193,L00193,33,METRO,M75,METRO_C,Bay8,ENTRY,ENTRY,0.0,0.0,402.75,594.75,192.0,402.75,0.0
222,L00222,22,CMP,M85,CMP_D,Bay9,ENTRY,ENTRY,0.0,0.0,405.0,585.0,180.0,405.0,0.0
197,L00197,37,METRO,M97,METRO_D,Bay10,ENTRY,ENTRY,0.0,0.0,408.75,573.0,164.25,408.75,0.0
250,L00250,10,ETCH,M2,ETCH_A,Bay1,ENTRY,ENTRY,0.0,0.0,410.25,577.5,167.25,410.25,0.0
228,L00228,28,CMP,M9,CMP_A,Bay1,ENTRY,ENTRY,0.0,0.0,417.0,850.5,433.5,417.0,0.0
200,L00200,40,METRO,M77,METRO_C,Bay8,ENTRY,ENTRY,0.0,0.0,420.0,729.75,309.75,420.0,0.0
189,L00189,29,PHOTO,M43,PHOTO_B,Bay5,ENTRY,ENTRY,0.0,0.0,429.0,622.5,193.5,429.0,0.0
241,L00241,1,CMP,M83,CMP_D,Bay9,ENTRY,ENTRY,0.0,0.0,429.0,643.5,214.5,429.0,0.0
257,L00257,17,ETCH,M45,ETCH_B,Bay5,ENTRY,ENTRY,0.0,0.0,432.75,536.25,103.5,432.75,0.0
264,L00264,24,ETCH,M48,ETCH_B,Bay5,ENTRY,ENTRY,0.0,0.0,432.75,603.75,171.0,432.75,0.0
201,L00201,1,CMP,M36,CMP_B,Bay4,ENTRY,ENTRY,0.0,0.0,433.5,648.0,214.5,433.5,0.0
208,L00208,8,CMP,M68,CMP_C,Bay7,ENTRY,ENTRY,0.0,0.0,433.5,696.0,262.5,433.5,0.0
205,L00205,5,METRO,M78,METRO_C,Bay8,ENTRY,ENTRY,0.0,0.0,436.5,675.0,238.5,436.5,0.0
231,L00231,31,CVD,M81,CVD_D,Bay9,ENTRY,ENTRY,0.0,0.0,438.75,919.5,480.75,438.75,0.0
242,L00242,2,CVD,M34,CVD_B,Bay4,ENTRY,ENTRY,0.0,0.0,439.5,1050.75,611.25,439.5,0.0
248,L00248,8,CMP,M84,CMP_D,Bay9,ENTRY,ENTRY,0.0,0.0,442.5,705.0,262.5,442.5,0.0
214,L00214,14,METRO,M95,METRO_D,Bay10,ENTRY,ENTRY,0.0,0.0,450.0,694.5,244.5,450.0,0.0
267,L00267,27,IMP,M26,IMP_B,Bay3,ENTRY,ENTRY,0.0,0.0,452.25,594.0,141.75,452.25,0.0
195,L00195,35,PHOTO,M44,PHOTO_B,Bay5,ENTRY,ENTRY,0.0,0.0,456.0,670.5,214.5,456.0,0.0
219,L00219,19,METRO,M29,METRO_A,Bay3,ENTRY,ENTRY,0.0,0.0,456.0,637.5,181.5,456.0,0.0
270,L00270,30,ETCH,M50,ETCH_B,Bay5,ENTRY,ENTRY,0.0,0.0,460.5,994.5,534.0,460.5,0.0
223,L00223,23,PHOTO,M74,PHOTO_D,Bay8,ENTRY,ENTRY,0.0,0.0,462.0,1138.5,676.5,462.0,0.0
253,L00253,13,CMP,M38,CMP_B,Bay4,ENTRY,ENTRY,0.0,0.0,465.0,667.5,202.5,465.0,0.0
262,L00262,22,CMP,M66,CMP_C,Bay7,ENTRY,ENTRY,0.0,0.0,465.0,645.0,180.0,465.0,0.0
247,L00247,7,IMP,M19,IMP_A,Bay2,ENTRY,ENTRY,0.0,0.0,468.75,656.25,187.5,468.75,0.0
252,L00252,12,IMP,M79,IMP_D,Bay8,ENTRY,ENTRY,0.0,0.0,468.75,850.5,381.75,468.75,0.0
261,L00261,21,IMP,M99,IMP_F,Bay10,ENTRY,ENTRY,0.0,0.0,468.75,937.5,468.75,468.75,0.0
276,L00276,36,ETCH,M49,ETCH_B,Bay5,ENTRY,ENTRY,0.0,0.0,469.5,659.25,189.75,469.5,0.0
225,L00225,25,METRO,M76,METRO_C,Bay8,ENTRY,ENTRY,0.0,0.0,474.0,685.5,211.5,474.0,0.0
229,L00229,29,PHOTO,M53,PHOTO_C,Bay6,ENTRY,ENTRY,0.0,0.0,475.5,669.0,193.5,475.5,0.0
203,L00203,3,PHOTO,M72,PHOTO_D,Bay8,ENTRY,ENTRY,0.0,0.0,477.0,739.5,262.5,477.0,0.0
209,L00209,9,PHOTO,M73,PHOTO_D,Bay8,ENTRY,ENTRY,0.0,0.0,477.0,726.0,249.0,477.0,0.0
191,L00191,31,CVD,M16,CVD_A,Bay2,ENTRY,ENTRY,0.0,0.0,480.75,961.5,480.75,480.75,0.0
202,L00202,2,CVD,M61,CVD_C,Bay7,ENTRY,ENTRY,0.0,0.0,480.75,1092.0,611.25,480.75,0.0
211,L00211,11,CVD,M82,CVD_D,Bay9,ENTRY,ENTRY,0.0,0.0,480.75,972.0,491.25,480.75,0.0
286,L00286,6,ETCH,M55,ETCH_C,Bay6,ENTRY,ENTRY,0.0,0.0,481.5,621.0,139.5,481.5,0.0
233,L00233,33,METRO,M28,METRO_A,Bay3,ENTRY,ENTRY,0.0,0.0,483.0,675.0,192.0,483.0,0.0
279,L00279,39,IMP,M86,IMP_E,Bay9,ENTRY,ENTRY,0.0,0.0,489.75,698.25,208.5,489.75,0.0
218,L00218,18,CVD,M12,CVD_A,Bay2,ENTRY,ENTRY,0.0,0.0,491.25,655.5,164.25,491.25,0.0
220,L00220,20,CVD,M32,CVD_B,Bay4,ENTRY,ENTRY,0.0,0.0,491.25,656.25,165.0,491.25,0.0
226,L00226,26,CVD,M63,CVD_C,Bay7,ENTRY,ENTRY,0.0,0.0,491.25,765.75,274.5,491.25,0.0
287,L00287,7,IMP,M20,IMP_A,Bay2,ENTRY,ENTRY,0.0,0.0,492.0,679.5,187.5,492.0,0.0
251,L00251,11,CVD,M64,CVD_C,Bay7,ENTRY,ENTRY,0.0,0.0,493.5,984.75,491.25,493.5,0.0
215,L00215,15,PHOTO,M24,PHOTO_A,Bay3,ENTRY,ENTRY,0.0,0.0,497.25,888.0,390.75,497.25,0.0
216,L00216,16,PHOTO,M22,PHOTO_A,Bay3,ENTRY,ENTRY,0.0,0.0,498.0,604.5,106.5,498.0,0.0
297,L00297,17,ETCH,M58,ETCH_C,Bay6,ENTRY,ENTRY,0.0,0.0,504.0,607.5,103.5,504.0,0.0
272,L00272,32,IMP,M18,IMP_A,Bay2,ENTRY,ENTRY,0.0,0.0,518.25,692.25,174.0,518.25,0.0
237,L00237,37,METRO,M39,METRO_B,Bay4,ENTRY,ENTRY,0.0,0.0,521.25,685.5,164.25,521.25,0.0
274,L00274,34,IMP,M100,IMP_F,Bay10,ENTRY,ENTRY,0.0,0.0,523.5,660.0,136.5,523.5,0.0
268,L00268,28,CMP,M8,CMP_A,Bay1,ENTRY,ENTRY,0.0,0.0,525.0,958.5,433.5,525.0,0.0
290,L00290,10,ETCH,M93,ETCH_D,Bay10,ENTRY,ENTRY,0.0,0.0,528.0,695.25,167.25,528.0,0.0
310,L00006,7,IMP,M27,IMP_B,Bay3,Bay1,M2,189.961,329.461,532.5,720.0,187.5,203.039,0.0
278,L00278,38,ETCH,M6,ETCH_A,Bay1,ENTRY,ENTRY,0.0,0.0,534.0,646.5,112.5,534.0,0.0
284,L00284,4,ETCH,M56,ETCH_C,Bay6,ENTRY,ENTRY,0.0,0.0,534.0,1177.5,643.5,534.0,0.0
311,L00046,7,IMP,M17,IMP_A,Bay2,Bay5,M48,322.091,461.591,535.5,723.0,187.5,73.90899999999999,0.0
304,L00016,17,ETCH,M45,ETCH_B,Bay5,Bay3,M24,131.769,238.269,536.25,639.75,103.5,297.981,0.0
245,L00245,5,METRO,M40,METRO_B,Bay4,ENTRY,ENTRY,0.0,0.0,565.5,804.0,238.5,565.5,0.0
292,L00292,12,IMP,M90,IMP_E,Bay9,ENTRY,ENTRY,0.0,0.0,569.25,951.0,381.75,569.25,0.0
254,L00254,14,METRO,M97,METRO_D,Bay10,ENTRY,ENTRY,0.0,0.0,573.0,817.5,244.5,573.0,0.0
317,L00037,38,ETCH,M2,ETCH_A,Bay1,Bay8,M75,208.338,372.58799999999997,577.5,690.0,112.5,204.91200000000003,0.0
288,L00288,8,CMP,M85,CMP_D,Bay9,ENTRY,ENTRY,0.0,0.0,585.0,847.5,262.5,585.0,0.0
306,L00038,39,IMP,M70,IMP_C,Bay7,Bay5,M46,188.538,301.038,590.25,798.75,208.5,289.212,0.0
307,L00078,39,IMP,M88,IMP_E,Bay9,Bay6,M58,193.584,306.084,590.25,798.75,208.5,284.166,0.0
322,L00060,21,IMP,M26,IMP_B,Bay3,Bay4,M34,101.538,266.538,594.0,1062.75,468.75,327.462,0.0
259,L00259,19,METRO,M75,METRO_C,Bay8,ENTRY,ENTRY,0.0,0.0,594.75,776.25,181.5,594.75,0.0
265,L00265,25,METRO,M96,METRO_D,Bay10,ENTRY,ENTRY,0.0,0.0,594.75,806.25,211.5,594.75,0.0
314,L00067,28,CMP,M7,CMP_A,Bay1,Bay8,M80,195.138,336.88800000000003,597.0,1030.5,433.5,260.11199999999997,0.0
354,L00035,36,ETCH,M48,ETCH_B,Bay5,Bay5,M43,93.592,308.092,603.75,793.5,189.75,295.658,0.0
249,L00249,9,PHOTO,M22,PHOTO_A,Bay3,ENTRY,ENTRY,0.0,0.0,604.5,853.5,249.0,604.5,0.0
273,L00273,33,METRO,M94,METRO_D,Bay10,ENTRY,ENTRY,0.0,0.0,604.5,796.5,192.0,604.5,0.0
300,L00300,20,CVD,M14,CVD_A,Bay2,ENTRY,ENTRY,0.0,0.0,604.5,769.5,165.0,604.5,0.0
321,L00020,21,IMP,M89,IMP_E,Bay9,Bay2,M14,358.93,523.9300000000001,604.5,1073.25,468.75,80.56999999999994,0.0
277,L00277,37,METRO,M30,METRO_A,Bay3,ENTRY,ENTRY,0.0,0.0,607.5,771.75,164.25,607.5,0.0
360,L00045,6,ETCH,M58,ETCH_C,Bay6,Bay8,M77,219.13,457.63,607.5,747.0,139.5,149.87,0.0
258,L00258,18,CVD,M11,CVD_A,Bay2,ENTRY,ENTRY,0.0,0.0,611.25,775.5,164.25,611.25,0.0
260,L00260,20,CVD,M31,CVD_B,Bay4,ENTRY,ENTRY,0.0,0.0,611.25,776.25,165.0,611.25,0.0
266,L00266,26,CVD,M62,CVD_C,Bay7,ENTRY,ENTRY,0.0,0.0,611.25,885.75,274.5,611.25,0.0
281,L00281,1,CMP,M67,CMP_C,Bay7,ENTRY,ENTRY,0.0,0.0,613.5,828.0,214.5,613.5,0.0
240,L00240,40,METRO,M98,METRO_D,Bay10,ENTRY,ENTRY,0.0,0.0,619.5,929.25,309.75,619.5,0.0
356,L00075,36,ETCH,M55,ETCH_C,Bay6,Bay8,M72,360.875,575.375,621.0,810.75,189.75,45.625,0.0
263,L00263,23,PHOTO,M43,PHOTO_B,Bay5,ENTRY,ENTRY,0.0,0.0,622.5,1299.0,676.5,622.5,0.0
280,L00280,40,METRO,M29,METRO_A,Bay3,ENTRY,ENTRY,0.0,0.0,637.5,947.25,309.75,637.5,0.0
305,L00056,17,ETCH,M4,ETCH_A,Bay1,Bay6,M53,287.538,394.038,637.5,741.0,103.5,243.462,0.0
235,L00235,35,PHOTO,M23,PHOTO_A,Bay3,ENTRY,ENTRY,0.0,0.0,639.75,854.25,214.5,639.75,0.0
243,L00243,3,PHOTO,M51,PHOTO_C,Bay6,ENTRY,ENTRY,0.0,0.0,639.75,902.25,262.5,639.75,0.0
365,L00049,10,ETCH,M45,ETCH_B,Bay5,Bay6,M51,390.938,639.938,639.938,807.188,167.25,0.0,0.0
312,L00086,7,IMP,M25,IMP_B,Bay3,Bay6,M60,238.145,377.645,642.75,830.25,187.5,265.105,0.0
319,L00077,38,ETCH,M1,ETCH_A,Bay1,Bay10,M97,121.545,285.795,643.5,756.0,112.5,357.705,0.0
336,L00007,8,CMP,M83,CMP_D,Bay9,Bay2,M17,249.145,436.645,643.5,906.0,262.5,206.85500000000002,0.0
343,L00029,30,ETCH,M47,ETCH_B,Bay5,Bay5,M42,93.592,287.092,643.5,1177.5,534.0,356.408,0.0
344,L00069,30,ETCH,M59,ETCH_C,Bay6,Bay8,M71,248.722,442.222,643.5,1177.5,534.0,201.27800000000002,0.0
337,L00047,8,CMP,M66,CMP_C,Bay7,Bay7,M69,278.314,465.814,645.0,907.5,262.5,179.18599999999998,0.0
271,L00271,31,CVD,M65,CVD_C,Bay7,ENTRY,ENTRY,0.0,0.0,645.75,1126.5,480.75,645.75,0.0
352,L00096,17,ETCH,M6,ETCH_A,Bay1,Bay6,M53,328.13,541.13,646.5,750.0,103.5,105.37,0.0
293,L00293,13,CMP,M36,CMP_B,Bay4,ENTRY,ENTRY,0.0,0.0,648.0,850.5,202.5,648.0,0.0
313,L00027,28,CMP,M37,CMP_B,Bay4,Bay2,M20,142.984,284.73400000000004,648.0,1081.5,433.5,363.26599999999996,0.0
282,L00282,2,CVD,M12,CVD_A,Bay2,ENTRY,ENTRY,0.0,0.0,655.5,1266.75,611.25,655.5,0.0
291,L00291,11,CVD,M33,CVD_B,Bay4,ENTRY,ENTRY,0.0,0.0,655.5,1146.75,491.25,655.5,0.0
298,L00298,18,CVD,M32,CVD_B,Bay4,ENTRY,ENTRY,0.0,0.0,656.25,820.5,164.25,656.25,0.0
323,L00100,21,IMP,M19,IMP_A,Bay2,Bay7,M65,325.93,490.93,656.25,1125.0,468.75,165.32,0.0
359,L00005,6,ETCH,M49,ETCH_B,Bay5,Bay3,M28,193.369,431.869,659.25,798.75,139.5,227.38099999999997,0.0
341,L00033,34,IMP,M100,IMP_F,Bay10,Bay4,M40,294.138,486.138,660.0,796.5,136.5,173.86200000000002,0.0
338,L00087,8,CMP,M38,CMP_B,Bay4,Bay9,M89,252.338,439.83799999999997,667.5,930.0,262.5,227.66200000000003,0.0
283,L00283,3,PHOTO,M53,PHOTO_C,Bay6,ENTRY,ENTRY,0.0,0.0,669.0,931.5,262.5,669.0,0.0
269,L00269,29,PHOTO,M44,PHOTO_B,Bay5,ENTRY,ENTRY,0.0,0.0,670.5,864.0,193.5,670.5,0.0
285,L00285,5,METRO,M28,METRO_A,Bay3,ENTRY,ENTRY,0.0,0.0,675.0,913.5,238.5,675.0,0.0
294,L00294,14,METRO,M78,METRO_C,Bay8,ENTRY,ENTRY,0.0,0.0,675.0,919.5,244.5,675.0,0.0
255,L00255,15,PHOTO,M41,PHOTO_B,Bay5,ENTRY,ENTRY,0.0,0.0,676.5,1067.25,390.75,676.5,0.0
256,L00256,16,PHOTO,M54,PHOTO_C,Bay6,ENTRY,ENTRY,0.0,0.0,676.5,783.0,106.5,676.5,0.0
367,L00126,7,IMP,M20,IMP_A,Bay2,Bay6,M58,236.938,488.938,679.5,867.0,187.5,190.562,0.0
299,L00299,19,METRO,M39,METRO_B,Bay4,ENTRY,ENTRY,0.0,0.0,685.5,867.0,181.5,685.5,0.0
316,L00018,19,METRO,M76,METRO_C,Bay8,Bay2,M13,332.53,496.78,685.5,867.0,181.5,188.72000000000003,0.0
394,L00136,17,ETCH,M2,ETCH_A,Bay1,Bay8,M74,206.138,561.638,690.0,793.5,103.5,128.36199999999997,0.0
342,L00073,34,IMP,M18,IMP_A,Bay2,Bay10,M96,232.538,424.538,692.25,828.75,136.5,267.712,0.0
318,L00058,19,METRO,M95,METRO_D,Bay10,Bay4,M33,302.938,467.188,694.5,876.0,181.5,227.312,0.0
364,L00009,10,ETCH,M93,ETCH_D,Bay10,Bay3,M22,309.538,558.538,695.25,862.5,167.25,136.712,0.0
315,L00107,28,CMP,M68,CMP_C,Bay7,Bay10,M100,311.091,452.841,696.0,1129.5,433.5,243.159,0.0
376,L00066,27,IMP,M86,IMP_E,Bay9,Bay4,M35,306.13,580.63,698.25,840.0,141.75,117.62,0.0
366,L00089,10,ETCH,M3,ETCH_A,Bay1,Bay8,M74,217.138,466.13800000000003,701.25,868.5,167.25,235.11199999999997,0.0
382,L00301,1,CMP,M84,CMP_D,Bay9,ENTRY,ENTRY,0.0,309.75,705.0,919.5,214.5,395.25,309.75
358,L00118,39,IMP,M69,IMP_C,Bay7,Bay10,M92,415.483,631.483,705.75,914.25,208.5,74.26700000000005,0.0
377,L00106,27,IMP,M27,IMP_B,Bay3,Bay9,M81,251.13,525.63,720.0,861.75,141.75,194.37,0.0
378,L00158,39,IMP,M17,IMP_A,Bay2,Bay10,M91,215.93,495.68,723.0,931.5,208.5,227.32,0.0
275,L00275,35,PHOTO,M73,PHOTO_D,Bay8,ENTRY,ENTRY,0.0,0.0,726.0,940.5,214.5,726.0,0.0
320,L00098,19,METRO,M77,METRO_C,Bay8,Bay7,M64,117.577,281.827,729.75,911.25,181.5,447.923,0.0
296,L00296,16,PHOTO,M72,PHOTO_D,Bay8,ENTRY,ENTRY,0.0,0.0,739.5,846.0,106.5,739.5,0.0
368,L00003,4,ETCH,M4,ETCH_A,Bay1,Bay3,M21,317.691,580.191,741.0,1384.5,643.5,160.80899999999997,0.0
375,L00026,27,IMP,M87,IMP_E,Bay9,Bay2,M15,339.13,613.63,741.75,883.5,141.75,128.12,0.0
432,L00149,30,ETCH,M58,ETCH_C,Bay6,Bay5,M44,242.33,698.33,747.0,1281.0,534.0,48.66999999999996,0.0
370,L00043,4,ETCH,M92,ETCH_D,Bay10,Bay5,M44,241.338,503.83799999999997,750.0,1393.5,643.5,246.16200000000003,0.0
372,L00083,4,ETCH,M6,ETCH_A,Bay1,Bay8,M73,279.73,542.23,750.0,1393.5,643.5,207.76999999999998,0.0
395,L00117,38,ETCH,M1,ETCH_A,Bay1,Bay10,M96,132.545,488.79499999999996,756.0,868.5,112.5,267.20500000000004,0.0
406,L00109,30,ETCH,M46,ETCH_B,Bay5,Bay8,M71,306.13,693.13,756.0,1290.0,534.0,62.870000000000005,0.0
301,L00017,18,CVD,M35,CVD_B,Bay4,Bay1,M4,177.753,281.253,765.75,930.0,164.25,484.497,0.0
302,L00057,18,CVD,M63,CVD_C,Bay7,Bay5,M50,128.145,231.645,765.75,930.0,164.25,534.105,0.0
334,L00019,20,CVD,M14,CVD_A,Bay2,Bay3,M30,275.122,456.622,769.5,934.5,165.0,312.878,0.0
327,L00024,25,METRO,M30,METRO_A,Bay3,Bay1,M5,183.577,354.577,771.75,983.25,211.5,417.173,0.0
303,L00097,18,CVD,M11,CVD_A,Bay2,Bay10,M92,199.538,303.038,775.5,939.75,164.25,472.462,0.0
324,L00010,11,CVD,M13,CVD_A,Bay2,Bay1,M3,131.984,299.23400000000004,775.5,1266.75,491.25,476.26599999999996,0.0
325,L00050,11,CVD,M31,CVD_B,Bay4,Bay5,M49,274.899,442.149,776.25,1267.5,491.25,334.101,0.0
328,L00064,25,METRO,M75,METRO_C,Bay8,Bay6,M55,177.969,348.969,776.25,987.75,211.5,427.281,0.0
289,L00289,9,PHOTO,M52,PHOTO_C,Bay6,ENTRY,ENTRY,0.0,0.0,781.5,1030.5,249.0,781.5,0.0
295,L00295,15,PHOTO,M54,PHOTO_C,Bay6,ENTRY,ENTRY,0.0,0.0,783.0,1173.75,390.75,783.0,0.0
383,L00302,1,CMP,M10,CMP_A,Bay1,ENTRY,ENTRY,0.0,309.75,793.5,1008.0,214.5,483.75,309.75
413,L00085,6,ETCH,M48,ETCH_B,Bay5,Bay8,M75,363.33,766.0799999999999,793.5,933.0,139.5,27.420000000000073,0.0
442,L00163,4,ETCH,M2,ETCH_A,Bay1,Bay6,M53,265.538,741.038,793.5,1437.0,643.5,52.46199999999999,0.0
329,L00104,25,METRO,M94,METRO_D,Bay10,Bay10,M93,31.0,202.0,796.5,1008.0,211.5,594.5,0.0
425,L00153,34,IMP,M100,IMP_F,Bay10,Bay8,M78,199.969,636.469,796.5,933.0,136.5,160.03099999999995,0.0
391,L00140,21,IMP,M80,IMP_D,Bay8,Bay2,M14,286.33,616.3299999999999,798.0,1266.75,468.75,181.67000000000007,0.0
401,L00198,39,IMP,M70,IMP_C,Bay7,Bay6,M58,114.384,478.884,798.75,1007.25,208.5,319.866,0.0
405,L00113,34,IMP,M88,IMP_E,Bay9,Bay4,M40,241.338,625.338,798.75,935.25,136.5,173.41200000000003,0.0
419,L00115,36,ETCH,M49,ETCH_B,Bay5,Bay5,M43,104.592,533.592,798.75,988.5,189.75,265.158,0.0
330,L00032,33,METRO,M40,METRO_B,Bay4,Bay3,M25,143.977,317.977,804.0,996.0,192.0,486.023,0.0
331,L00072,33,METRO,M96,METRO_D,Bay10,Bay9,M86,131.984,305.98400000000004,806.25,998.25,192.0,500.26599999999996,0.0
457,L00129,10,ETCH,M45,ETCH_B,Bay5,Bay3,M22,153.769,651.769,807.188,974.438,167.25,155.41899999999998,0.0
441,L00157,38,ETCH,M55,ETCH_C,Bay6,Bay8,M76,334.299,808.299,810.75,923.25,112.5,2.451000000000022,0.0
429,L00125,6,ETCH,M5,ETCH_A,Bay1,Bay10,M95,206.138,656.138,814.5,954.0,139.5,158.36199999999997,0.0
339,L00036,37,METRO,M97,METRO_D,Bay10,Bay5,M45,317.13,506.88,817.5,981.75,164.25,310.62,0.0
326,L00090,11,CVD,M32,CVD_B,Bay4,Bay10,M91,190.738,357.988,820.5,1311.75,491.25,462.512,0.0
387,L00147,28,CMP,M67,CMP_C,Bay7,Bay9,M86,361.691,677.441,828.0,1261.5,433.5,150.55899999999997,0.0
427,L00146,27,IMP,M18,IMP_A,Bay2,Bay4,M34,204.722,644.222,828.75,970.5,141.75,184.52800000000002,0.0
422,L00206,7,IMP,M25,IMP_B,Bay3,Bay5,M45,363.891,796.6410000000001,830.25,1017.75,187.5,33.608999999999924,0.0
445,L00031,32,IMP,M86,IMP_E,Bay9,Bay2,M16,311.738,792.488,840.0,1014.0,174.0,47.511999999999944,0.0
434,L00176,17,ETCH,M60,ETCH_C,Bay6,Bay8,M74,226.722,688.722,844.5,948.0,103.5,155.77800000000002,0.0
362,L00014,15,PHOTO,M72,PHOTO_D,Bay8,Bay3,M29,180.945,425.445,846.0,1236.75,390.75,420.555,0.0
403,L00052,13,CMP,M85,CMP_D,Bay9,Bay7,M70,115.592,497.342,847.5,1050.0,202.5,350.158,0.0
386,L00166,7,IMP,M79,IMP_D,Bay8,Bay6,M55,174.561,485.06100000000004,850.5,1038.0,187.5,365.43899999999996,0.0
390,L00127,8,CMP,M9,CMP_A,Bay1,Bay8,M80,217.138,546.388,850.5,1113.0,262.5,304.11199999999997,0.0
402,L00012,13,CMP,M36,CMP_B,Bay4,Bay2,M18,160.369,542.119,850.5,1053.0,202.5,308.381,0.0
363,L00054,15,PHOTO,M22,PHOTO_A,Bay3,Bay8,M78,191.945,436.445,853.5,1244.25,390.75,417.055,0.0
309,L00074,35,PHOTO,M23,PHOTO_A,Bay3,Bay9,M87,196.345,332.845,854.25,1068.75,214.5,521.405,0.0
447,L00111,32,IMP,M27,IMP_B,Bay3,Bay9,M82,306.13,786.88,861.75,1035.75,174.0,74.87,0.0
444,L00155,36,ETCH,M93,ETCH_D,Bay10,Bay8,M73,175.984,652.984,862.5,1052.25,189.75,209.51599999999996,0.0
369,L00008,9,PHOTO,M44,PHOTO_B,Bay5,Bay1,M8,161.792,424.29200000000003,864.0,1113.0,249.0,439.70799999999997,0.0
340,L00076,37,METRO,M76,METRO_C,Bay8,Bay6,M57,166.969,356.719,867.0,1031.25,164.25,510.281,0.0
345,L00013,14,METRO,M39,METRO_B,Bay4,Bay1,M9,193.584,396.084,867.0,1111.5,244.5,470.916,0.0
451,L00011,12,IMP,M20,IMP_A,Bay2,Bay2,M12,126.592,617.842,867.0,1248.75,381.75,249.15800000000002,0.0
443,L00123,4,ETCH,M1,ETCH_A,Bay1,Bay8,M72,217.138,694.138,868.5,1512.0,643.5,174.36199999999997,0.0
471,L00197,38,ETCH,M3,ETCH_A,Bay1,Bay10,M97,143.545,716.545,868.5,981.0,112.5,151.95500000000004,0.0
308,L00034,35,PHOTO,M42,PHOTO_B,Bay5,Bay3,M26,126.592,263.092,870.0,1084.5,214.5,606.908,0.0
347,L00093,14,METRO,M95,METRO_D,Bay10,Bay9,M85,131.984,334.48400000000004,876.0,1120.5,244.5,541.516,0.0
440,L00238,39,IMP,M87,IMP_E,Bay9,Bay5,M49,223.738,693.238,883.5,1092.0,208.5,190.26199999999994,0.0
335,L00059,20,CVD,M15,CVD_A,Bay2,Bay10,M94,221.538,403.038,885.75,1050.75,165.0,482.712,0.0
350,L00025,26,CVD,M62,CVD_C,Bay7,Bay4,M39,145.745,357.245,885.75,1160.25,274.5,528.505,0.0
332,L00022,23,PHOTO,M24,PHOTO_A,Bay3,Bay1,M10,104.592,284.592,888.0,1564.5,676.5,603.408,0.0
333,L00062,23,PHOTO,M51,PHOTO_C,Bay6,Bay7,M67,296.899,476.899,902.25,1578.75,676.5,425.351,0.0
412,L00167,8,CMP,M83,CMP_D,Bay9,Bay3,M27,231.545,627.545,906.0,1168.5,262.5,278.45500000000004,0.0
430,L00187,28,CMP,M66,CMP_C,Bay7,Bay3,M26,258.938,711.188,907.5,1341.0,433.5,196.312,0.0
348,L00039,40,METRO,M77,METRO_C,Bay8,Bay3,M27,263.338,471.838,911.25,1221.0,309.75,439.412,0.0
349,L00079,40,METRO,M28,METRO_A,Bay3,Bay9,M88,245.738,454.238,913.5,1223.25,309.75,459.262,0.0
446,L00071,32,IMP,M69,IMP_C,Bay7,Bay7,M61,126.592,607.342,914.25,1088.25,174.0,306.908,0.0
355,L00041,2,CVD,M81,CVD_D,Bay9,Bay4,M37,191.945,406.445,919.5,1530.75,611.25,513.0550000000001,0.0
379,L00116,37,METRO,M78,METRO_C,Bay8,Bay5,M50,206.138,499.38800000000003,919.5,1083.75,164.25,420.11199999999997,0.0
437,L00021,22,CMP,M84,CMP_D,Bay9,Bay2,M19,238.145,706.895,919.5,1099.5,180.0,212.60500000000002,0.0
477,L00165,6,ETCH,M91,ETCH_D,Bay10,Bay10,M96,325.499,920.249,923.25,1062.75,139.5,3.0009999999999764,0.0
516,L00229,30,ETCH,M55,ETCH_C,Bay6,Bay6,M53,42.0,711.0,923.25,1457.25,534.0,212.25,0.0
346,L00053,14,METRO,M98,METRO_D,Bay10,Bay7,M66,228.784,431.284,929.25,1173.75,244.5,497.966,0.0
357,L00081,2,CVD,M63,CVD_C,Bay7,Bay9,M83,208.13,422.63,930.0,1541.25,611.25,507.37,0.0
361,L00137,18,CVD,M35,CVD_B,Bay4,Bay5,M48,263.083,506.083,930.0,1094.25,164.25,423.917,0.0
438,L00061,22,CMP,M38,CMP_B,Bay4,Bay8,M79,269.938,738.688,930.0,1110.0,180.0,191.312,0.0
374,L00114,35,PHOTO,M53,PHOTO_C,Bay6,Bay9,M87,283.699,556.6990000000001,931.5,1146.0,214.5,374.80099999999993,0.0
458,L00246,7,IMP,M17,IMP_A,Bay2,Bay6,M58,269.938,773.938,931.5,1119.0,187.5,157.562,0.0
478,L00193,34,IMP,M100,IMP_F,Bay10,Bay8,M75,185.561,780.311,933.0,1069.5,136.5,152.68899999999996,0.0
517,L00195,36,ETCH,M48,ETCH_B,Bay5,Bay5,M44,82.592,753.092,933.0,1122.75,189.75,179.90800000000002,0.0
